Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
DR1TMOIS	0.212942189248745	0.0423267249896428	0.152036924761369	0.342641144041636	0.139149097247691	-0.0850121356007953	-0.0853124147741602	0.101147493088227	0.0706493868773764	0.17551158165994	0.209169251859284	-0.0109213380020334	0.598250493408952	0.0337369920380025	0.267822619687116	0.26706324239593	-0.00508363783326211	-0.0497933604787213
DR1TVB12	0.230376014016491	0.109200255353189	0.0125792391949796	0.1488706803355	-0.126255846514075	0.244209854044073	0.314795947181986	0.203942878415708	0.307292552492774	0.113315073968658	-0.00717778229673146	0.0996284654293541	0.209635299705855	-0.182816330196805	-0.457605002166761	0.112933616788689	0.0855815769635176	0.0885056986360327
DR1TB12A	0.0563237496777403	0.349863728905092	-0.172861344122999	-0.209813856824364	0.0693267717482934	0.290444478584129	0.0733749223886362	0.253572787159714	0.0866972075042197	0.0290094907244584	-0.0880122430892165	0.0375734023668062	-0.16139308630085	0.365767424832973	0.0352393047147844	0.036362015922337	0.087519688363861	-0.0350690061360466
DR1TVC	0.201118177668954	-0.0273889726669016	-0.21571134452862	-0.180900673307859	0.204265889059003	-0.37206584157109	0.0464443458676117	-0.0738806561829664	-0.182419235446171	-0.0181402966662064	0.131449069916309	-0.0488067098679064	-0.157734296936286	-0.122343773093734	-0.0901894282286303	0.252206370217761	-0.0964950232169799	-0.258497621067111
DR1TVD	0.147788945242814	-0.0429498000900888	-0.376426030643771	0.166510966073381	-0.0245041943935148	0.281773864879797	0.236230474287435	-0.0621796595561167	-0.0926482712437123	0.131056633030932	0.084072673774152	-0.070829470837741	-0.191510629471668	0.0745060975331879	0.312664676414216	-0.00656557629313673	-0.0599839666787546	-0.323091098865966
DR1TVK	0.167988937093309	-0.308863424027144	-0.0830802212210106	-0.0888444604076925	-0.0524645456146015	0.113910597916499	-0.360107189730977	0.142945555010069	-0.274254368440859	-0.0207726575107811	-0.227295098914007	-0.00614389739879296	0.222294656305815	0.439537217526878	-0.165926367770265	-0.077662543917884	-0.202523984776298	0.265443331389325
DR1TCALC	0.256448357813372	0.0675026879195486	-0.164953617213346	-0.0634253122999435	-0.157747256464558	-0.293043433772458	0.0476655852822672	-0.00626857032330069	-0.0878623566604209	0.119152310761615	0.0921352966426532	-0.397565848966819	0.0349503147415292	0.229268036803245	-0.0251323820385881	0.266001009538253	0.0717882481148887	-0.0206493629460506
DR1TSELE	0.240055561125647	-0.13465769601261	-0.0834172153167903	0.234384410189042	-0.104927888317238	0.167605694154166	0.258947369607756	-0.229570340476664	-0.0463100534870292	0.0876367156598512	-0.0687923050788021	0.143256362349908	0.0147562954048564	0.0836934829688934	0.0479223213759386	-0.0261990533397854	-0.0676421277180462	0.119748096551784
DR1TCAFF	0.0815588818137463	0.134623578256442	0.2569661745825	0.368899527604308	0.258880629004101	-0.0825391982979298	-0.10115345630778	0.260568430324989	-0.0612146560064785	0.00318609217655956	0.0897072309670294	0.0387164064479857	-0.220908168943314	0.277920239786169	0.0278951406215939	-0.0499030267156514	-0.200076200683057	-0.182284039504813
DR1TTHEO	0.142118475282284	-0.189862512765639	0.233394031646986	-0.219600762237387	-0.191891575147588	0.0504989528677932	-0.0544670640967948	0.286417540442483	-0.275302242096309	0.159680429697935	0.121998179257649	0.554933470408433	-0.124447476002755	-0.0434011047633897	0.196584364137947	0.167864178276658	0.39213250446055	-0.141751783409618
DR1TS120	0.148204066141231	-0.155094648373807	0.306627523086807	-0.180733828840751	-0.0920076932276423	0.131613451792329	-0.0863039723562483	-0.0659030933337293	0.52438815506364	-0.0925483496860234	0.0804639230459598	-0.0053204358980639	-0.283983944149522	-0.0150256519872784	0.114675138757946	0.297031842767534	-0.415826155484126	-0.0422772859882489
DR1TM221	0.148414902104523	0.180052638592063	0.190657509177686	-0.164526573925796	0.123488409624083	0.372832676222908	-0.312094540226426	-0.201419555225848	0.080771195465516	-0.00134736583311973	0.0539628745717568	-0.337367094746734	-0.000995097557865393	0.140023904935191	-0.00341208436502904	-0.0563275672896843	0.383598828680932	-0.169312635423139
DR1TP205	0.0533206131991628	-0.294339176522665	-0.266977282641412	-0.0128490637386265	0.186274774516885	0.0714917237247109	-0.160386260993968	0.235520272024953	0.151929715610342	-0.533516048441343	0.161687657849594	-0.0400009013227024	0.102328793563999	-0.0800755287800551	-0.0460861405373712	0.160713454657725	0.212824636916996	-0.0893598885337245
DR1TP226	0.0616618406058811	-0.280640508858241	-0.279513963382723	0.234282074313665	0.103357138243955	0.322700130615023	0.0155745158086093	-0.0285064682390135	-0.0632386391431063	-0.218530409427315	0.0166177812590106	0.0774461989576488	-0.0599978376626905	-0.0591665100984716	0.0351717988326598	0.00506794571832367	-0.0831592843597336	-0.0154048265755824
