KCAL	SODI	SUGR	FF	TFAT	PFAT	CHL	ATOC	ATOA	VARA	ACAR	BCAR	CRYP	LYCO	LZ	IRON	VB2	NIAC	FDFE	VB12	B12A	VC	VD	CALC	PHOS	POTA	COPP	CAFF	THEO	ALCO	MOIS	S140	S100	S120	M161	M201	M221	P226	P225
3470.5	3678.5	123.475	466	140.115	38.9225	762.25	13.38	0	598	908.5	1013	27.5	0	920	18.78	2.2795	32.686	528	2.83	0	98.05	3.45	845.5	2663.5	5228.5	1.751	16.5	6	0	1910.13	2.869	0.7575	2.563	3.1565	0.508	0.0055	0.098	0.0435
1495.5	2742	48.39	72	76.125	13.666	360.75	4.905	0	1031.5	68	6074.5	12.5	0	420.5	5.725	1.0665	16.9855	189.5	4.775	0	29.65	10.75	645	867	1827	0.8265	3	0	8.45	3422.445	4.415	1.227	1.379	1.0665	0.4725	0.0375	0.2655	0.0575
1259.5	1548	86.31	83.5	49.59	9.1995	214.45	8.385	4.645	1018	1764.5	5295	104.5	637.5	793	11.105	1.1795	16.802	276	3.75	1.235	136.8	2.95	552	845.5	2198	0.8025	3	67	0	1939.705	2.3975	0.6165	0.964	1.077	0.1415	0.0085	0.0075	0.02
1637.5	1885.5	118.43	125.5	67.95	11.751	327.55	6.3	0	602	9.5	747	81	265	721	8.765	1.6245	11.0485	264	3.735	0.3	120.95	6.75	1301	1251.5	2205.5	0.789	0.5	11.5	0	1480.66	2.9675	0.8005	1.0825	0.811	0.2275	0.0175	0.0415	0.017
1667	2341.5	60.435	166	60.31	15.0495	234.1	4.28	0	236.5	19	190.5	10	2279	538	12.96	1.574	18.6795	455	2.27	0	8.35	0.55	688.5	1235	1286	1.2575	1	7.5	11.15	2361.06	2.2395	0.5345	2.339	0.8335	0.1795	0.008	0.01	0.016
2078.5	2830	154.13	270.5	56.19	16.559	251.95	8.265	0	497.5	1088	2603	292	4728.5	1123.5	17.575	2.9605	26.9015	622	3.095	0	243	3	843	1348.5	3893.5	1.3355	369	70	0	3196.375	1.1645	0.2655	0.2555	0.451	0.1605	0.037	0.0695	0.011
2587.5	3171	122.025	127.5	123.575	26.4235	268.7	32.975	19.055	1551.5	40.5	479.5	66	0	1094	27.28	3.4775	41.8325	1116.5	11.69	7.365	109.4	9.95	1382.5	1612.5	2483	1.8965	80	114.5	0	3142.535	5.722	1.6795	9.217	0.8705	0.1715	0	0.003	0.019
1693	2075	144.325	126.5	38.785	8.641	232.4	5.345	0	67	0	115	2	2911.5	106.5	9.11	1.42	21.631	223	2.875	0.185	31.9	0.7	303.5	851	2022	0.865	273.5	19	28.8	1839.24	0.7715	0.136	1.2035	0.496	0.119	0.0065	0.0015	0.0085
1016.5	1652.5	51.08	101.5	37.755	8.52	160.1	3.465	0.025	255.5	23	212.5	99	1483	544.5	9.86	1.274	18.5845	897.5	2.135	0	75.8	2.65	544	752.5	1411.5	0.3335	0	0	0	591.87	1.12	0.272	0.6135	0.774	0.184	0.0385	0.009	0.016
2564	4382	131.78	147	108.51	43.2835	289.05	8.84	0	336	354.5	1076	27	923	677	12.775	1.3635	23.4035	364	2.775	0	14.7	2.85	726	1682	2378	1.371	86.5	11	0	5529.365	0.777	0.155	0.272	1.353	0.5045	0.0925	0.0135	0.0155
1999.5	3981	73.935	185.5	84.26	16.544	481.6	6.52	0	753.5	0.5	381	23	5977	942.5	22.57	3.2625	32.4895	1808.5	7.415	0.3	10.8	8.8	2265.5	1983.5	2383	1.1815	2.5	18.5	0	7408.09	3.3655	0.8295	1.554	1.371	0.2455	0.0085	0.072	0.042
2903.5	4828	253.32	170	80.955	18.053	285.3	13.5	0	785	27	1439	63.5	33169.5	1355	38.38	3.202	45.4105	1591	6.89	4.005	79.55	6.95	1397.5	1492	3718.5	1.272	176	0	0	4158.055	3.554	0.88	1.7435	1.0605	0.1445	0.0045	0.001	0.0225
1756.5	3145.5	73.32	104.5	81.335	17.484	164	5.635	0	376	162.5	660.5	72	2313	324.5	10.24	1.601	17.5005	363	3.49	0.71	72.2	3.85	1022.5	1307.5	1735.5	0.8235	5.5	77.5	0	1757.43	2.8535	0.704	0.8685	0.8755	0.264	0.0075	0.002	0.0135
1652	2076.5	79.1	78.5	66.245	8.1215	237.4	13.65	9.81	1419.5	27	449.5	27	194.5	434.5	21.76	2.5925	21.956	614.5	8.575	4.41	95.85	8.3	1151.5	1443.5	2239.5	0.9925	4	43	0	1335.73	4.2115	0.9575	1.375	1.0615	0.1015	0	0.001	0.0235
1583	2056.5	83.495	112.5	48.055	11.283	214.1	6.37	0.07	539.5	46	712	99	14628.5	795	19.755	2.0555	31.436	831	6.375	3.655	136.4	5.55	599.5	902.5	2324	0.834	0	5	0	1225.22	1.0005	0.2295	0.2635	1.053	0.1595	0.0045	0.0055	0.0125
2318.5	3859	97.535	182.5	98.14	18.3585	412.8	6.705	0	730.5	32.5	1005.5	37.5	0	1659	14.275	2.204	30.619	455	6.74	0.725	47.05	4.05	1046.5	1584.5	2362.5	1.027	16.5	0	7.2	4382.175	3.148	0.7125	1.2965	1.543	0.426	0.016	0.0225	0.031
1616	3273	48.5	296	72.005	13.3165	350.4	7.505	0	701	807.5	3694	76.5	18102.5	1533	12.69	1.724	16.967	426.5	3.61	0	102.3	4	1083	1218.5	3232.5	1.0905	252	15	0	2907.085	2.6495	0.6185	0.7075	1.11	0.239	0.0285	0.035	0.0215
1679.5	2615.5	52.735	185.5	85.45	21.7815	405.15	9.435	0	557.5	55.5	754	143.5	0	2420.5	9.595	1.4945	21.415	357.5	3.93	0	34.7	5	733	1274	1718.5	0.873	0	0	0	1881.15	2.266	0.643	0.6995	0.9875	0.2435	0.0115	0.171	0.02
2301.5	2405	93.755	223	97.73	19.085	506.15	7.485	0	479.5	0	84.5	11	0	580	10.15	2.2645	16.448	285.5	2.48	0	26.7	3.2	633.5	1046	2929	0.8255	391	108	49.15	3162.125	3.318	0.759	0.8555	1.435	0.28	0.101	0.059	0.022
1100	1104	100.765	78	32.15	7.7835	161.3	3.005	0	396	7.5	127.5	22	812.5	107	3.69	1.067	6.3895	126	3.355	0	26.5	5.85	804.5	830	1629	0.3935	42	42	0	964.22	0.7675	0.1765	0.1875	0.3305	0.137	0.007	0.003	0.0075
1656	3105	62.025	85.5	75.915	18.5225	245.45	5.69	0	324.5	0	79	7	1003.5	110	9.54	1.128	27.491	288.5	3.205	0.9	3.8	0.55	355	1129.5	1330.5	0.48	18.5	0	0	682.255	0.6815	0.0755	0.1485	1.6715	0.5525	0.0255	0.0085	0.0145
3736	9454	109.165	425.5	193.78	72.392	705.25	15.86	0.11	838	168.5	3957.5	86	95624.5	1906	26.475	3.9805	50.4555	922.5	7.895	0	741.65	5.15	1387	2255	5589.5	1.9225	105	0	0	4224.27	3.1785	0.685	0.799	1.7105	0.742	0.079	0.1515	0.0225
3275	7150.5	114.63	322.5	137.16	28.8015	684.7	13.12	0	811	729.5	2891.5	31	6599.5	2476	21.945	2.471	38.67	942.5	8.485	0	75.05	5.1	1232	2222	3493	1.797	15.5	56	0	3128.32	4.312	0.839	2.728	2.0895	0.451	0.011	0.185	0.056
1872	2275	92.995	332.5	52.66	14.9995	147.1	6.635	0	256.5	72	1996	11	668.5	3053	13.19	1.37	19.099	554	1.16	0	89.1	2.25	612.5	981	2706	1.4715	26	39.5	0	934.71	0.617	0.158	0.188	0.262	0.12	0.003	0	0
1234	1983.5	78.135	64	49.145	9.9065	151.5	3.965	0	754	2.5	184	10.5	1886.5	145.5	12.59	1.841	23.55	528.5	5.605	3.455	12.7	6.55	739	728.5	1008.5	0.5105	6	52	0	1181.015	1.1935	0.291	0.743	0.8005	0.1815	0.0085	0.002	0.0085
1148	2363.5	47.255	102	52.63	9.0595	170.2	4.865	0	379.5	25.5	720.5	6	985	1158	6.885	1.406	17.2385	197	2.985	0.3	23.8	1.1	433	801.5	1714.5	0.708	113	0	0	2414.775	1.59	0.2895	0.4	1.0855	0.1475	0.0035	0.0015	0.008
2956	5047	173.725	315.5	121.395	26.234	230.9	8.985	0	401	26	803	11	7795.5	1651	15.215	1.937	30.489	763.5	4.37	0	91.95	1.75	1329	1756.5	2628.5	0.912	365.5	18.5	0	2212.795	3.971	0.85	2.0265	1.4155	0.4825	0.0305	0.003	0.024
1827	2481	92.005	83.5	77.4	11.5015	281.95	11.565	6.94	1141.5	1.5	471	6	273	460	21.455	3.1165	19.085	595.5	6.085	1.88	35.75	6.45	1272	1357	1713	0.8585	6.5	52	0	1341.84	3.171	0.767	0.993	0.9995	0.231	0.0335	0.018	0.025
1626	2506	89.405	273	64.42	15.0095	214.3	5.09	0	331	45.5	2806	40.5	2334	5552	8.55	1.5835	19.929	343	2.065	0.705	94.45	2.65	1294.5	1194.5	2786	1.1605	192.5	11.5	0	7379.765	1.479	0.4135	2.1525	1.269	0.2775	0.0465	0.008	0.0095
1267.5	1506	70.575	56	61.53	10.1755	228.15	4.23	0	314.5	0	12.5	0	0	39	5.185	1.554	17.011	213	3.005	0	0.3	4.4	629.5	1160	1557	0.2945	123.5	26	0	1024.14	1.2415	0.263	0.6035	1.248	0.113	0	0.0015	0.002
2596	4543	75.25	304.5	125.04	21.891	395.75	9.97	0	704.5	5	241	13	1073.5	293.5	15.43	2.708	25.4485	635.5	6.91	0	13.45	11.95	2187.5	2332.5	3353.5	0.8975	2	22.5	0	1518.92	5.9715	1.3925	1.54	1.7125	0.3485	0.009	0.0205	0.0345
2165	4765.5	37.93	179.5	121.1	27.2605	294.2	4.47	0	80	10	116.5	2	1386.5	227	18.505	6.205	69.617	469	17.47	15	9.2	3.75	559.5	1607	2432	3.483	459.5	5.5	0	3186.675	1.332	0.3885	1.197	1.471	0.3435	0.0115	0.03	0.021
1553	2561.5	122.01	149	55.62	10.1525	285.8	3.83	0	255.5	212	756	93	1313	578	15.205	1.28	15.9895	384.5	3.67	0.515	106.15	2.65	763	1006.5	1682.5	0.705	33	0	0	2067.44	1.513	0.2615	0.296	1.1255	0.194	0.084	0.0375	0.027
3436.5	3106.5	343.485	177	98.715	26.586	303.65	9.51	0	518.5	1426.5	3585	76	145.5	1235.5	10.395	1.051	20.942	294.5	3.64	0	129.65	2.95	598	1309	3001.5	0.907	296	0	72.2	3496.71	1.389	0.3125	0.3355	1.05	0.3785	0.0375	0.0165	0.028
1124.5	1787.5	115.97	62	39.565	6.3785	262.45	2.8	0	315.5	510	1791.5	128.5	1593.5	1147	5.98	0.859	11.856	110.5	2.57	0	60.05	1.65	308.5	697.5	1127.5	0.39	100.5	0	0	1584.07	1.2955	0.1835	0.1615	0.798	0.115	5e-04	0.031	0.0155
2701.5	4726	79.38	273.5	111.375	23.0325	427.5	6.735	0	494	52.5	617	30	3446.5	780.5	20.97	2.133	30.613	887.5	5.915	1.04	14.75	4.45	992.5	1602	2265	1.2125	114	0	0	1315.445	2.482	0.3925	0.479	2.2535	0.505	0.006	0.0485	0.025
1079	1480.5	69.12	81.5	48.295	9.2705	232.7	4.735	0	302	72.5	307.5	65	1562	435.5	4.155	1.253	8.372	151	3.785	0	137.5	6.3	766.5	889	1935.5	0.399	0	0	0	1042.705	2.2135	0.5895	0.6655	0.6395	0.1725	0.0025	0.039	0.021
1595.5	2901	45.085	98.5	73.49	18.2495	184.35	3.955	0	495.5	13.5	307	15	1705.5	195.5	14.505	2.1255	22.417	403	3.35	0.185	7.35	2.8	766.5	1096	1808	0.6555	336.5	43	0	1900.265	1.763	0.2715	0.402	1.1365	0.243	0.043	0.006	0.014
3228.5	4957	93.995	247	106.59	15.2055	261.35	6.175	0	1009	4	557.5	32.5	10258	867.5	38.4	3.457	52.8075	1313.5	13.31	6.54	27.75	8.25	1739.5	1942.5	2067	0.9865	0	0	74.8	2834.045	6.038	1.452	1.6855	1.889	0.3965	0.013	0.024	0.0475
1441	1977	116.745	166.5	62.225	12.0425	166.4	5.4	0	255	71.5	2115	197	3340.5	1195.5	8.39	1.0775	15.0405	246.5	1.66	0	97.35	0.35	463	649	1923.5	1.016	156.5	23	0	2958.02	1.595	0.361	1.7145	0.9995	0.2595	0.049	0.0045	0.01
2049	5766.5	51.07	201.5	63.22	14.299	278.25	9.085	0	460.5	910.5	3383	22	21137	998.5	16.055	1.3525	32.6015	762.5	3.165	0	52.4	2.2	1001	1268.5	2650.5	1.262	61	8	4.65	2547.4	1.865	0.491	1.1655	1.391	0.178	0.0055	0.039	0.015
2645	4596	148.885	196.5	102.015	18.6165	428.55	6.57	0	424.5	55.5	1430	240.5	11416.5	1211.5	15.87	1.9875	27.002	628	5.025	0	114.15	2.5	1187	1394.5	2521	1.209	132	26.5	0	2635.265	4.55	1.178	4.998	1.4025	0.2605	0.0095	0.031	0.027
3138	4303.5	191.95	136.5	119.77	36.0435	269.75	18.105	0	157	1	114	8.5	1298	113.5	25.11	1.8225	24.311	550.5	2.05	0	27.05	0.6	1154.5	1300	2329.5	1.817	117	155	7.9	7117.48	2.092	0.4435	0.7985	1.239	0.2795	0.034	0.0595	0.044
1994	3419	57.685	216.5	64.865	19.685	284.9	7.165	0	447.5	373.5	2123	146	19108.5	1710.5	18.53	2.0245	25.746	639	4.525	2.395	94.4	3.35	847	1606.5	3033	2.1535	148	31	0	2546.68	1.1505	0.217	0.283	0.648	0.209	0.0075	0.001	0.008
923	367.5	86.04	25	33.075	7.0225	146.5	7.985	6.67	471.5	5	139	7	129.5	35	34.645	1.7155	17.907	327	3.96	3.59	106.6	11.25	877.5	518	1011.5	0.656	0	0	0	866.05	1.267	0.3615	2.237	0.1595	0.077	0	0.0615	0.0015
2770.5	4301.5	107.945	236.5	114.31	23.118	284.8	8.545	0.815	1018	4.5	705.5	56	8410	414	28.33	2.407	26.197	766.5	4.795	0	13.4	4.15	1644	1815.5	2438	0.9885	282	0	7.45	2732.475	4.894	1.2	1.9595	1.5515	0.41	0.049	0.006	0.0385
1227	1748.5	74.41	46.5	58.39	12.2515	290.9	7.35	5.115	688.5	346.5	966.5	17.5	28.5	513.5	14.5	1.5995	15.199	253.5	3.4	1.16	64.85	9.85	908.5	947	1368.5	0.797	0	8	0	1049.095	2.4295	0.81	3.7185	0.5425	0.1425	0.0015	0.1055	0.012
1056	1048.5	53.41	88.5	42.265	3.9845	195.75	3.03	0.31	521	2	1964	4	969	4059.5	6.01	1.717	5.96	250	4.71	0.3	37.6	8.75	1230.5	1123	1799	0.352	0	0	0	989.16	3.117	0.9935	1.0535	0.567	0.0625	5e-04	0.0055	0.016
2157	1999	178.35	143	50.03	7.8775	238.85	5.85	0	946	295.5	994	58.5	4011	754	21.85	2.461	22.2875	797.5	8.905	4.32	46.6	9	1106.5	1387	3065	1.1465	2	61	0	1637.745	2.351	0.646	1.001	0.52	0.1045	0.001	0	0.0105
2293.5	3191.5	101.72	181.5	87.835	16.7835	298.05	10.155	0	715.5	86	675.5	4	0	1677	9.635	2.843	20.8455	574.5	5.605	0.28	99.5	8.7	1721.5	1944.5	2312	0.669	0	0	0	1271.605	4.3835	1.237	1.37	1.01	0.1515	5e-04	0.007	0.019
1587	3113.5	67.755	150	60.125	16.036	185.9	7.36	0	164.5	25.5	399.5	23.5	6029	222	9.795	1.227	20.1665	360	1.085	0	44.25	1.25	434	896	1568	0.8435	121.5	63.5	0	1547.81	0.5925	0.136	0.162	0.8365	0.2495	0.016	0.0155	0.009
1940.5	3065.5	166.745	166.5	78.365	25.7225	231.05	6.64	0	247.5	340.5	1463	94.5	1574.5	555	6.745	0.882	12.1895	246	3.145	0	104.3	3.3	648	977	2254.5	0.7035	142	8	0	1842.375	1.014	0.1685	0.1775	1.054	0.325	0.0505	0.141	0.028
809	1702.5	41.51	182.5	40.08	13.276	197.05	5.535	0	578.5	119	4374	138	3388.5	5977.5	4.73	0.967	15.125	182.5	1.65	0	106.5	2.75	545	820.5	2100.5	0.605	86	0	0	1310.91	0.6455	0.167	0.1715	0.6185	0.1975	0.0145	0.001	0.003
1178.5	444	112.5	14	50.865	10.7275	231.65	12.315	11.825	869.5	186.5	516.5	584.5	63.5	514	27.01	1.8135	15.512	317.5	3.08	2.98	105.55	14.2	977	531	1280.5	0.9995	0	0	0	1315.43	2.2305	0.7825	5.2805	0.1635	0.116	0.0655	0.1455	0.002
3294.5	6930.5	58.52	289.5	153.015	45.4865	401.45	14.25	0	574.5	56.5	834	56	9719.5	993.5	19.835	2.6115	45.4895	620.5	4.955	0	106.95	2.1	1701	2278	3012	2.034	0	0	0	8306.86	3.976	0.968	1.068	2.014	0.4625	0.0255	0.029	0.0355
1880.5	2790.5	71.79	205	67.12	20.4025	128.95	8.27	0.045	232.5	51	695.5	204.5	3825.5	1416	8.255	0.8285	15.5935	388	2.18	0	168.15	1.9	816	937	2002	0.9205	0	0	42.1	3784.165	1.5035	0.3305	0.379	0.5675	0.2925	0.0195	0.0515	0.038
1407.5	2199.5	84.285	104.5	57.605	8.114	106.05	5.83	0	310	0	817.5	355	559.5	608	17.325	1.1735	14.9125	295	1.785	0	86.3	1.8	766.5	710.5	1426.5	0.6845	54	0	0	1511.57	2.305	0.4835	0.735	1.041	0.1655	0.08	5e-04	0.02
2870	4926	42.855	268.5	143.895	39.12	690.65	11.695	0	325.5	57.5	774.5	79	3684.5	468.5	14.94	1.9285	62.2845	400	20.935	1.405	92.3	46.35	661.5	2440	4043.5	1.289	4.5	33	0	823.165	2.3925	0.282	0.2815	3.569	2.3525	0.2095	1.434	0.2205
2138	2780.5	92.995	179.5	76.925	18.9805	256.8	8.125	0	374	34	299.5	5.5	5142	353	13.735	1.4795	12.3845	465.5	2.995	0	7.1	5.25	975	1373	1833.5	0.991	12.5	164.5	0	1355.575	2.642	0.692	0.793	0.673	0.1965	0.003	0.0195	0.0135
1622	2474.5	98.45	125	65.065	15.342	156.2	6.945	0	196.5	41.5	462.5	49.5	3143.5	341.5	8.46	0.93	14.3615	279	1.195	0	50.85	0.65	361	728.5	1919	0.8655	77.5	34.5	0	1269.54	1.6585	0.3615	1.494	0.6285	0.2195	0.0145	0.0715	0.023
1042	1862.5	44.41	115.5	50.36	11.1625	104.7	3.635	0	119.5	3.5	699	38.5	2724	346	6.95	0.8335	8.923	219	1.67	0	12.05	1.15	410.5	525.5	1042	0.531	130	45	0	1287	1.1025	0.147	0.425	0.714	0.411	0.0215	0.002	0.008
2215	4304	44.155	184	136.165	44.0045	503.1	9.405	0	378.5	33.5	251	31.5	191	791.5	11.36	1.937	21.834	341	3.375	0	14.1	4.3	916	1426.5	2012	1.003	198.5	4	0	4708.265	1.729	0.3225	0.6365	2.022	0.4775	0.0495	0.0725	0.038
1651.5	2417	72.885	119	74.23	19.571	167.8	7.965	0	305.5	10	312.5	24	942.5	212	8.91	1.293	20.0375	279	3.495	1.025	32	5	1031.5	1218.5	2019	0.7385	3	27.5	0	1243.57	1.8025	0.521	0.641	0.483	0.3645	0.018	0.004	0.0115
2667.5	4884	108.54	352.5	61.035	22.1425	380.85	8.34	0	174	237	1019	10.5	15069	851	12.88	2.5245	76.416	489.5	8.945	7.29	115.6	1.15	534.5	1433	3068	1.238	108	0	83.15	3351.445	0.249	0.0285	0.038	0.5145	0.2935	0.027	0.0055	0.0065
1772.5	3379.5	103.675	49.5	67.36	17.873	269.45	4	0	196	0	12	12.5	0	473.5	8.92	0.9945	35.048	327	2.695	0.755	1.55	1.55	305.5	1365	1343	0.5935	67	0	0	1946.795	0.4475	0.065	0.1295	2.691	0.4635	0.087	0.0365	0.0405
1415	1844	102.22	58.5	56.1	12.163	130.5	3.22	0	145.5	3	118.5	1.5	1793	166.5	7.115	0.6795	15.647	189.5	3.315	1.225	31.9	1.1	393	565	1142.5	0.49	42	61	0	798.045	1.4965	0.294	1.007	0.8195	0.308	0.0125	0.0065	0.0185
2355.5	3740.5	95.195	218.5	114.45	32.294	447.9	14.85	3.75	179	46.5	679.5	281	1089.5	1288	12.42	1.6085	31.976	428	1.475	0	142.15	1.3	814	1253.5	2881	1.275	50.5	80.5	0	4982.755	0.7285	0.133	0.4	3.111	0.5645	0.042	0.021	0.0275
1469.5	2220	88.41	128	45.845	15.053	126	4.05	0	76	106	440.5	3	6.5	484.5	5.11	0.6475	11.747	190	0.505	0	76.8	0.4	239.5	550	1307	0.491	111.5	11	17	1647.77	0.175	0.0215	0.0515	0.3275	0.2095	0.005	0.003	0.0045
1620.5	2222.5	113.975	114.5	50.05	9.142	209.95	3.605	0	624.5	338.5	1043	65	1760	546	26.29	2.679	29.161	870.5	5.995	2.945	85.1	7.2	1135.5	1269	2718.5	0.7925	0	0	0	1612.25	2.3525	0.6265	0.8225	0.9255	0.12	5e-04	0	0.015
2659.5	4328.5	176.595	623	82.67	22.395	543.8	13.135	1.145	853	1340	4102	87.5	23452	1627	21.16	2.5245	22.3155	762	4.275	0.19	216.8	7.8	1371	1882.5	5371	2.186	128.5	15.5	4	4061.095	1.8035	0.4935	1.7855	0.6315	0.212	0.0085	0.045	0.008
1790	3360	102.64	101	69	18.3085	203	13.805	7.645	604	7.5	302.5	18	7550	500.5	16.29	1.685	19.8845	526	6.42	2.055	78.1	5.45	665	1195.5	2147.5	0.6165	0.5	13.5	0	1124.09	1.5265	0.294	0.306	1.001	0.243	0.104	0.1015	0.023
2274	2940	183.675	226.5	77.74	13.2875	308.25	6.45	0	567.5	144.5	655	151	11482.5	1206	16.88	2.289	18.864	476.5	5.555	0.99	131.85	9.3	1592.5	1720.5	4055.5	1.201	2	16.5	0	2451.705	3.8615	1.0385	1.19	1.3255	0.246	0.025	0.0055	0.0245
1386.5	2079.5	95.96	83	46.035	5.962	163.95	2.405	0	661.5	93	410.5	308.5	2744.5	325.5	11.025	1.7045	15.8735	412	4.66	1.375	50.9	5.7	1093.5	1005	1714	0.5265	0	0	0	1354.585	2.43	0.4635	0.6855	0.8235	0.165	0.014	0.004	0.012
2221	3407.5	150.825	159	78.57	20.8215	278.55	9.365	0	476	43	1802	7.5	4460	2055	24.005	1.7765	22.752	492.5	3.405	0	26	4.6	898	1380	2688	1.4105	19	80.5	0	3094.81	1.8315	0.4045	0.5675	0.7895	0.245	0.0525	0.0095	0.005
1431.5	1896	124.115	114.5	49.645	14.777	157.35	4.925	0	508	14	379.5	74	2469.5	407.5	11.745	1.4965	14.211	384	2.865	1.29	95.85	3.3	695.5	743	1480.5	0.628	36.5	23	0	1710.24	1.2595	0.313	0.3575	0.4195	0.1535	0.0115	0.0155	0.009
1972.5	3847	84.68	137	84.195	20.313	219.15	6.49	0	357.5	318	1042	19	3560	446	9.375	1.259	17.8155	389.5	2.51	0	15.25	2.65	840.5	1207.5	1471	0.688	1	8.5	0	1301.575	2.1635	0.4885	0.6195	1.264	0.399	0.0305	0.0095	0.0205
2044.5	2887	129.96	354	71.56	15.1555	338.1	10.945	0	1175	2234	5550.5	294	21488.5	1255	11.04	2.0375	18.7645	473	4.83	0	138.45	9.1	1751.5	1777	4133.5	1.569	93	10	0	4348.695	2.338	0.6275	0.746	0.8765	0.239	0.012	0.001	0.0115
1340.5	2305.5	69.68	261	57.67	13.969	711.85	6.545	0	4120.5	372.5	1354.5	72	1526	853.5	9.23	3.012	23.8185	287	41.895	0	72.4	7.3	893.5	1327	2396.5	7.611	3	83	0	1345.88	0.733	0.163	0.164	0.8885	0.1625	0.0205	0.0765	0.016
2242.5	3743	39.365	330	70.8	14.773	510	6.105	0	460.5	532	2982	8	38	1110	16.985	2.6765	33.7355	525	4.605	0	220.6	4.6	859	1478.5	3776.5	1.3145	240.5	0	61.2	3815.55	1.494	0.3785	0.373	1.205	0.357	0.001	0.1845	0.023
2458	4502	66.35	288	110.255	31.757	210.65	10.37	0	841	145	6337	52	3216	6684.5	15.26	2.406	17.959	650.5	1.485	0	147.25	1.25	916	1012.5	2954.5	1.0785	288	0	32.7	3174.59	3.494	0.8085	0.804	0.935	0.2345	0.0015	0.008	0.008
2830	6726	75.17	131.5	160.845	31.678	437.25	8.975	0	201.5	24	356	12.5	1027	509	13.885	1.9075	41.4315	286	5.085	0	19.15	4.5	591	1513.5	2658.5	0.9215	3.5	50.5	0	1559.28	2.797	0.3455	0.381	3.42	0.956	0.122	0.0245	0.08
2006	3162.5	124.02	102.5	93.805	12.9305	252	4.79	0	650	3	117.5	13	0	554	15.86	3.3275	27.323	517.5	6.295	1.865	14.4	10.5	918.5	1479	2798.5	0.9685	333.5	0	0	2891.705	3.2455	0.623	0.705	1.9005	0.3795	0.0075	0.0095	0.029
786.5	243.5	79.12	41.5	27.685	6.1385	134.05	9.055	7.125	629	806	2631	59	355.5	2218	16.43	1.053	10.4235	198	1.755	1.645	128.7	8.4	525.5	410.5	1209.5	0.6225	0	0	0	1027.805	0.909	3.4545	2.001	0.073	0.0035	0	0.064	5e-04
2772	2880.5	237.08	179	96.585	25.086	214.5	10.51	0	800.5	15	492.5	44	11585	555.5	16.75	2.0555	26.6275	639	4.62	1.565	105.35	5.7	1117.5	1362	2519	1.222	110	138	0	1609.56	1.6425	0.425	0.489	0.5255	0.3155	0.008	0.005	0.008
1633.5	3338	57.105	355.5	58.305	13.55	265.25	8.715	0	1630.5	2658.5	6860.5	6	2020	1879	15.855	2.417	38.402	769	10.96	7.105	195.2	8.6	1478.5	1723.5	4646	1.206	0	0	0	3853.86	2.486	0.6825	0.7945	0.491	0.2045	0.009	0.002	0.014
1594	2484	78.7	71.5	78.41	18.315	151.15	4.365	0	185.5	12.5	213.5	29	147	188	5.965	1.6285	18.7995	266	1.505	0	14.05	1.3	375.5	1038.5	1418	0.819	436.5	60	0	3625.58	1.6575	0.412	0.4705	1.0915	0.3325	0.0065	0.005	0.0155
565.5	1769	9.04	29	35.1	5.2515	103.4	1.325	0	55.5	0	110.5	1	13	185	2.575	0.3255	6.0995	54	1.315	0	18.1	0.75	145.5	235	580.5	0.238	0	0	0	973.65	0.629	0.0535	0.05	1.5945	0.0895	0.0065	0.0015	0.0035
2289.5	3961	138.115	289.5	78.49	17.85	467.85	11.145	0	521	52	555	27	8012.5	855	16.39	2.146	22.552	681	4.125	0	133.05	5.4	1151.5	1603	2899	1.5515	47	0	0	2304.55	1.916	0.432	0.5075	0.892	0.3495	0.0385	0.065	0.0245
2699	4295.5	127.315	152.5	95.005	20.22	481.1	7.705	0	1103	65	441.5	29.5	8661	597.5	41.67	4.732	38.498	2744	11.01	0	52.65	16.3	2905.5	2824	4085	1.164	0.5	7	0	3685.035	2.88	0.625	0.712	1.014	0.327	0.0435	0.01	0.01
2332.5	3502	135.265	183.5	102.88	30.4425	418	13.04	1.865	634	516	1497.5	72.5	2765.5	1236	13.29	1.578	15.424	359.5	1.74	0.295	91.95	4.1	792.5	1140	2071.5	1.157	6.5	58	6.15	2025.575	1.6545	0.4165	0.738	0.916	0.328	0.0045	0.054	0.0185
2387.5	5394.5	67.15	349	87.705	16.7085	183.55	6.795	0	335.5	419.5	1443.5	132	12124	526.5	18.07	1.8895	30.912	671	1.345	0	91.25	1.6	1180	2306.5	2741.5	1.5835	46.5	44.5	0	2836.095	3.6475	1.0905	9.688	0.32	0.159	0	0.0365	0.0055
1208.5	1510	68.29	171.5	50.48	10.911	105.85	3.705	0	301	28.5	246	54	257.5	657	9.82	0.9815	11.254	393.5	2.105	1.065	13.7	2	491	633	1436	0.772	104.5	33.5	0	1584.425	1.854	0.5755	0.624	0.308	0.093	0.0015	0.0015	0.003
825	2800	25.25	210	30.245	7.599	117.95	4.74	0	335.5	363.5	2147	346.5	0	3825.5	7.555	0.814	12.733	441.5	2.07	1.2	70.75	0.6	452.5	609.5	1328.5	0.952	0	0	0	3682.73	1.0615	0.474	0.31	0.4215	0.0585	0.002	0.025	0.0035
