KCAL	SODI	SUGR	FF	TFAT	PFAT	CHL	ATOC	ATOA	RET	VARA	ACAR	BCAR	CRYP	LYCO	LZ	IRON	NIAC	FDFE	ZINC	B12A	VC	VD	CALC	POTA	CAFF	THEO	ALCO	MOIS	S140	S100	S120	M201	M221	P226	P225
1289	1704	87.14	74.5	48.89	9.9655	122.3	5.81	0	100.5	128	50.5	286.5	20.5	1718.5	142.5	6.115	13.6135	240.5	3.845	0	16.55	2.35	604.5	1507.5	111	0	0	1468.035	1.062	0.2735	0.354	0.3165	0.0135	0.002	0.005
2050.5	2703.5	110.4	106	91.275	21.232	347.75	8.975	0	766.5	839	273	726.5	20.5	0	717.5	15.175	20.2955	526	9.4	2.055	38.5	8.1	1250	2175.5	2	17	0	1061.055	2.4795	0.597	0.6875	0.389	0.019	0.0395	0.022
1533.5	2005.5	146.94	89.5	39.035	8.4775	211.05	8.69	5.91	633	636	3	38.5	12	0	152.5	11.625	25.4345	413	8.025	1.65	59	4.15	796	1728.5	17.5	0	0	1944.11	1.6445	0.4195	1.6525	0.1085	0.0025	0.003	0.0065
1741	3113	79.77	146.5	67.245	15.6075	173.45	6.53	0	357	367.5	0	120.5	1.5	2470.5	141	11.945	25.611	439.5	6.595	0.9	10.35	0.5	542.5	1827	149.5	15.5	0	1009.85	1.0435	0.2025	0.294	0.33	0.0105	0.012	0.013
734.5	218.5	78.525	0	39.805	8.865	169.6	9.785	9.785	660.5	660.5	0	0	0	0	0	13.205	7.7215	180	5.55	1.795	63.75	12.85	613	788	0	0	0	985.69	1.561	5.6645	3.6795	0.0065	0	0.113	0
601	634	47.65	51	24.06	4.4415	158.25	2.705	1.175	229.5	294	205.5	651.5	7	217	625.5	4.45	7.129	110.5	3.32	0.395	62.8	4.75	551.5	1103	0	0	0	724.25	1.087	0.3095	0.91	0.0475	0.0095	0.0335	0.008
2376.5	3801.5	112.47	170	104.985	17.921	199.6	11.745	0	578.5	923	306	3912.5	129.5	1902.5	4244	12.825	22.847	447	9.035	1.575	188.75	4.75	891	2479.5	5	153	0	1934.175	3.489	0.9015	1.7075	0.247	0.0055	0.0115	0.0235
1397	1218.5	96.515	90	64.12	4.842	115.95	2.145	0	260.5	305.5	14	500.5	37.5	257.5	978	16.055	23.507	378	3.735	3.01	28.05	3.55	610.5	1738	69.5	0	0	1639.745	8.489	2.7145	21.1325	0.039	0.0015	0.0375	0.0055
2703	7212	169.89	212	113.11	21.6805	568.6	5.62	0	449.5	667	372	2399.5	32	733	1544	14.07	29.7545	350	16.46	0	57.7	8.2	1421.5	3897.5	322.5	0	0	4281.595	3.7875	0.9605	1.05	0.35	0.029	0.0455	0.0425
2788.5	3355	113.685	305.5	131.915	39.7455	466.45	7.9	0.05	483.5	525.5	28.5	448.5	78.5	2565	812.5	12.765	30.7135	456	12.015	0	44.5	2.4	788	3042.5	517	167.5	41.55	2985.78	2.909	0.5825	0.649	0.439	0.0065	0.0365	0.0335
1790	3360	102.64	101	69	18.3085	203	13.805	7.645	577	604	7.5	302.5	18	7550	500.5	16.29	19.8845	526	6.59	2.055	78.1	5.45	665	2147.5	0.5	13.5	0	1124.09	1.5265	0.294	0.306	0.243	0.104	0.1015	0.023
1468.5	2172	36.285	114	35.1	11.177	69.5	4.66	0	82.5	814.5	3205.5	7176	1.5	0	920.5	11.27	13.297	643	6.505	0	32.8	0.2	474	1193.5	50	14.5	0	2392.945	0.7945	0.205	0.237	0.1155	0.001	0	0.004
2221	3407.5	150.825	159	78.57	20.8215	278.55	9.365	0	323.5	476	43	1802	7.5	4460	2055	24.005	22.752	492.5	10.12	0	26	4.6	898	2688	19	80.5	0	3094.81	1.8315	0.4045	0.5675	0.245	0.0525	0.0095	0.005
1980.5	3230.5	74.7	180.5	82.785	21.975	516.55	8.525	0	403	496.5	267.5	956	55	1938	888	12.92	24.468	307.5	11.375	0	58	5.2	849.5	3300.5	121.5	0	0	2527.785	1.1215	0.263	0.763	0.2665	0.001	0.064	0.0265
884.5	1759	65.34	55	17.695	3.8745	100.25	1.96	0	85	492.5	56	4872.5	15.5	2	315	3.955	6.303	79.5	4.47	0	27.6	0.8	263	1111.5	0	0	0	1037.835	0.5425	0.1095	0.1355	0.044	0.004	0.028	0.004
1728	1745	178.705	99.5	54.195	9.885	166.4	3.885	0	432.5	501.5	35.5	762	6.5	0	1988.5	10.68	11.5995	223.5	6.025	0.82	61.8	4.95	1052	2727.5	76	35	0	1341.73	2.082	0.4755	0.558	0.187	0.032	0.0055	0.013
2268.5	4826.5	85.7	378.5	93.065	20.8275	337.3	11.04	0	283.5	883	1393	6442.5	81.5	11652.5	7779.5	14.105	22.7415	435	10.04	1.835	246.7	6	704	3757.5	87.5	2.5	7.95	2250.565	3.309	0.977	2.5415	0.5485	0.032	0.1715	0.0265
1057	2589.5	30.81	135	46.33	10.1365	165.15	4.86	0	181	320	42	1633	5	2314	2530	9.54	14.4245	273.5	4.745	0	20.95	1.25	1070.5	1451.5	8.5	0	0	5324.08	1.3385	0.337	0.372	0.122	0.0045	0.0065	0.0165
2749	6059.5	98.925	181.5	141.265	38.5915	489.05	10.96	0	584	642.5	149.5	550	80	1724	723.5	14.005	24.2085	580	8.975	0	16.6	7.55	1403.5	2254	120	0	0	3271.885	2.6215	0.5635	1.881	0.6415	0.127	0.202	0.0405
3138	4347.5	320.715	269.5	110.195	17.8235	377.8	7.38	0	443	480.5	21.5	430.5	9.5	3548.5	468	13.025	23.6615	415	11.375	0	13.9	2.35	601.5	3416.5	658	152.5	0	3355.22	3.409	0.6305	0.721	0.4195	0.0505	0.037	0.0385
2018	3752.5	68.77	124.5	96.805	23.239	304.25	6.985	0.025	340	443.5	142.5	1154.5	6.5	12047.5	880.5	11.73	26.973	412	9.895	0	60.6	4.3	764	2164	1.5	41	0	1224.37	2.8125	0.65	1.5905	0.481	0.0135	0.027	0.042
1593	3216.5	135.785	75.5	50.945	10.5885	336.95	5.075	0	211.5	242.5	14.5	362	26	2143	889	9.54	17.29	194.5	9.7	0	26.6	2.05	271.5	1319.5	107.5	2	0	2501.23	1.222	0.3145	1.609	0.15	0.006	0.0525	0.0225
2760.5	4076.5	112.875	558	105.21	25.0785	357.8	12.475	0	314	413.5	260	1049.5	10	14724.5	743	18.445	20.8565	820.5	11.505	0	78.4	3.85	960.5	3989.5	107.5	34.5	0	2129.885	2.257	0.5905	1.5075	0.2715	0.0015	0.0295	0.0045
1374.5	2424.5	101.31	127	37.57	11.98	200.6	3.325	0	210	305	239	878	243.5	984.5	775.5	8.53	16.24	267	6.255	0	74.2	4.4	903	2055	1.5	18.5	0	1628.355	0.6005	0.103	0.125	0.162	0.0195	0.113	0.0255
2044.5	2887	129.96	354	71.56	15.1555	338.1	10.945	0	607	1175	2234	5550.5	294	21488.5	1255	11.04	18.7645	473	11.275	0	138.45	9.1	1751.5	4133.5	93	10	0	4348.695	2.338	0.6275	0.746	0.239	0.012	0.001	0.0115
1557	2614	97.74	184	39.49	11.617	394.9	4.725	0	355	1038	1557.5	7364.5	89.5	444	567.5	9.075	20.217	224	8.43	0	100.05	9.15	1004	3421.5	0	0	0	1984.755	0.9515	0.262	0.319	0.0625	0.001	1.923	0.4825
1435	2150	54.675	122.5	67.86	10.513	271.25	3.985	0	791.5	806	1.5	172.5	5	350.5	61.5	5.995	15.837	261	8.305	0	7.2	18.35	1470	1778.5	0	0	0	1452.91	3.319	0.794	0.8945	0.5345	0.055	0.521	0.0935
1644.5	2616	84.07	121.5	67.865	14.722	218	6.805	0	329.5	361.5	4.5	398.5	4.5	11083.5	527.5	7.98	13.2685	330	8.965	0	8.6	1.4	941.5	1433.5	155	0	0	2840.065	2.54	0.6205	0.711	0.2085	0.0015	0.0215	0.019
2518	5669.5	100.365	272	114.025	25.231	632.6	11.035	0	1300.5	1676.5	1939.5	3553	18	217	2227.5	14.29	33.9065	599.5	10.37	0	89.55	3.4	1037.5	3366.5	441	7	0	3547.465	2.179	0.423	1.815	0.2895	0.004	0.05	0.0205
919.5	1367	51.49	174.5	43.81	7.188	158.9	4.125	0	99	144	41	481.5	50	786	913.5	5.01	10.49	266.5	3.61	0	50.3	1.75	434	1463.5	277.5	10.5	0	2912.515	0.7195	0.1585	0.2875	0.2105	0.0035	0.0155	0.0155
4161.5	6966	129.595	572.5	190.845	42.714	770.4	19.245	0	564	894	722.5	3559.5	101.5	9455.5	1874	24.85	53.862	1049	26.51	0	164.65	3.25	1331.5	5549.5	32.5	0	0	2956.465	5.739	1.2815	1.3375	0.75	0.024	0.047	0.0385
1169	1417	71.525	107.5	39.645	7.932	234.05	4.345	0.05	336	502.5	584	1671.5	22.5	0	1035.5	11.15	13.323	427	8.72	0.78	91.45	3.95	672	1567	0	0	0	1062.52	1.392	0.334	0.381	0.101	0.001	0.0385	0.011
1282	1169	98.375	443.5	34.74	12.7285	325.85	11.55	4.36	460	1564.5	537	12943.5	96.5	1735.5	10206.5	15.68	10.242	463.5	4.745	0.27	175.85	6.7	926.5	3571	0	0	0	2264.22	0.206	0.046	0.1035	0.1155	0.001	0.1025	0.036
2823.5	5617	112.72	244.5	127.41	22.202	279.8	8.455	0	648	679	1	348.5	20.5	4520.5	504	15.01	47.364	662	13.275	4.86	60.55	2.15	1849	2511	149	18.5	0	2577.11	6.492	1.6515	1.9025	0.4305	0.007	0.027	0.041
1303	2804.5	50.79	140.5	61.87	18.51	139.75	7.535	0.69	298.5	482	602.5	1887	18.5	4452	3251.5	10.745	14.2505	376	9.06	1.33	80.3	1.5	723	1977	16	27	0	1270.345	1.504	0.3705	0.431	0.204	0.013	0.0015	0.0095
1866.5	3478	80.875	196	70.375	14.2315	200.6	4.61	0	283.5	320.5	8.5	427.5	15.5	6527.5	517.5	11.98	19.531	534	10.36	0	35.1	0.3	754.5	1578.5	20	2	18.7	3206.61	2.668	0.5455	0.646	0.304	0.0325	0.0055	0.02
1814	2030	49.905	135	59.15	14.3915	229.65	4.555	0	54	77.5	13.5	242	54	770.5	526.5	11.72	23.1805	454	5.31	0	14.9	0.6	432	1418	103.5	22.5	41.15	1642.32	0.5645	0.085	0.156	0.2725	0.0135	0.007	0.0125
1407.5	3489.5	75.4	211	52.12	16.0345	248.75	26.76	19.025	859.5	1262.5	1341	4074.5	92.5	2167.5	2012	20.91	30.5165	914.5	6.835	6.365	194.2	8	1505	3133	58	0	0	4353.71	0.267	0.08	0.099	0.1585	0.0125	0.1305	0.004
1698	3212.5	58.34	188	71.42	20.7965	183.15	5.915	0	59.5	86	45.5	288	66.5	3214.5	340	8.68	22.0075	342	5.07	0	92.05	1.4	486.5	2286	0	0	0	1960.58	0.599	0.1165	0.201	0.354	0.021	0.0105	0.014
586	140.5	69.655	35.5	25.08	4.9315	133.7	6.71	6.26	414	432	29.5	193.5	18.5	0.5	664	8.87	5.715	162	5.055	1.38	76.8	6.9	427.5	856	0	0	0	743.515	1.0005	0.2665	2.1575	0.063	0.0625	0.0625	0
2667.5	2741.5	218.64	179	99.615	27.3085	349.95	12.145	0	220	639.5	62	4968	84.5	8553	1662.5	13.025	18.3305	389	6.275	0	177.05	1.5	436	2294	16.5	143	0	1529.685	2.618	0.726	4.3355	0.2955	0.0135	0.041	0.0115
1175.5	2366.5	60.475	193	36.61	8.9165	222.65	4.315	0.07	144	182	87	414	8.5	10131	495	17.695	16.069	409.5	8.055	0.905	75.4	2.2	537.5	2791.5	139	0	0	2868.715	1.09	0.2395	0.884	0.171	0.014	0.002	0.0135
1253	2742.5	43.23	156	51.06	8.9285	87.85	3.695	0	192	213	1	250.5	3	4750	116.5	9.685	14.71	487	4.855	0	2.7	0.95	690.5	708	1	14.5	0	862.05	2.0005	0.442	1.1065	0.426	0.0285	0.005	0.0165
1028	1604	114.04	60	26.55	7.1305	116.5	2.76	0	147	225.5	286	786	31	1	566	4.135	7.114	135.5	3.095	0	34.85	1.25	282	1192	27.5	0	0	1400.97	0.5955	0.143	0.178	0.076	0.005	0.005	0.005
1859.5	2586.5	111.82	186	78.95	19.3795	338.35	6	0	287	462.5	59.5	1888.5	439	26574	542	14.35	16.279	458	9.415	0	108.2	4.15	747.5	2072.5	3	35	0	1640.88	2.188	0.4225	0.481	0.2395	0.011	0.1615	0.028
1633.5	3338	57.105	355.5	58.305	13.55	265.25	8.715	0	948.5	1630.5	2658.5	6860.5	6	2020	1879	15.855	38.402	769	14.175	7.105	195.2	8.6	1478.5	4646	0	0	0	3853.86	2.486	0.6825	0.7945	0.2045	0.009	0.002	0.014
1459	1453.5	82.105	126	81.19	27.016	176.4	8.32	0	900	1003.5	35.5	1239	7	772	977	18.895	26.9905	967	17.36	5.24	26.55	7.4	1108	2018.5	146	70	0	3194.4	0.818	0.211	0.3145	0.3215	0.038	0.0015	0.004
1271.5	2083	63.205	73	61.375	13.0145	117.25	7.655	0	207	253.5	91	498.5	7.5	2739	180	8.61	12.419	219	4.195	0.405	30	2.85	656.5	1275.5	6	71.5	0	1255.68	1.801	0.339	0.3775	0.15	0.042	0.0045	0.015
1395	2052.5	90.475	70	53.135	9.705	213.55	3.83	0	264.5	360	68.5	1015.5	186.5	11958	532.5	6.915	14.6475	175	7.925	0.19	52.95	6.2	1104	2145	0.5	14	0	1230.79	2.64	0.704	1.293	0.1525	0.006	0.0025	0.0195
2267	4377	117.16	205	86.925	16.1985	277.95	6.73	0	277	315	15	429	2.5	2346	267	11.515	29.644	365.5	9.65	0	29.4	0.75	946	2262	1.5	40	5.6	2325.9	4.1375	0.761	0.782	0.2595	0.023	0.011	0.0155
2475	2939.5	182.17	209	109.45	17.7635	381.8	8.55	0	790.5	918	271	1378.5	41.5	3016	616	11.635	24.0015	378	10.52	0	10.7	4.95	1338.5	3486	989	39.5	0	4650.49	5.587	1.3645	1.533	0.2655	0.0285	0.0065	0.031
1471	1298.5	99.685	128	54.24	21.2945	84.2	4.885	0	302.5	317.5	41	125	70.5	18	460.5	14.955	18.41	467.5	3.615	1.765	69.4	2.25	402.5	1366.5	4.5	72	0	1373.9	0.4625	0.1225	0.151	0.1405	0.01	0.0415	0.0025
1872.5	2948	95.99	101.5	77.325	13.6075	271.8	4.89	0.035	720	782.5	9	752.5	17	1298.5	876	16.745	19.1715	467.5	11.47	0.79	40.45	5.4	1289	1859	3	48	0	1234	2.518	0.556	0.772	0.2655	0.0385	0.0195	0.0225
1791	2544.5	86.07	178	70.44	13.275	266.4	7.66	0	688	1066	568.5	3028.5	2462	270.5	1856.5	17.3	18.663	464.5	11.85	0.72	35.15	2.05	821.5	1887	54	8.5	0	2813.66	2.4975	0.491	1.7075	0.176	0.0055	0.053	0.0125
1231	2546	30.15	119	36.35	12.461	170.15	4.665	0	119	251	355.5	1398	20.5	11078	282	8.09	32.922	447.5	4.605	0	53.4	2	527	2259	136.5	2.5	0	2209.35	0.8915	0.2535	1.1275	0.11	0.002	0.0745	0.0075
2319.5	3482.5	109.555	137.5	96.805	18.632	463.75	8.3	0.04	307.5	552	733.5	2561	50.5	12196	734	10.875	28.659	400	8.93	0	312.25	1.75	525	2665.5	0.5	5	0	2045.15	2.543	0.568	2.1195	0.4055	0.013	0.0345	0.0355
2488	5240	55.485	294	144.58	35.0485	809.55	16.645	0	537	717	320.5	1911	200	8397.5	2032	15.6	31.024	358	20.53	0	162.3	7.45	1263.5	4514	206	0	0	3246.36	2.7115	0.629	1.7155	0.5975	0.02	0.4345	0.0225
1505	2452.5	72.31	215	37.425	12.7695	303.1	4.85	0	171.5	358.5	160.5	2115	104	1212	2122	13.505	17.0675	370.5	9.125	0	83.8	7.35	1140.5	2853	96	10	0	3152.5	0.9075	0.187	0.216	0.4205	0.9275	0.5	0.006
1151	1353	104.53	60	32.305	10.276	64.15	6.84	0.1	27.5	49.5	8.5	266	0	8121	361.5	5.065	13.1985	179.5	2.495	0	76.05	0.15	284	1196	0	0	0	1789.99	0.0645	0.0095	0.013	0.184	0.006	0.0025	0.004
2643	3748.5	77.17	655.5	134.165	29.529	373.2	11.75	0	580.5	847	479	2920.5	93.5	814	2142.5	31.58	32.7325	1099.5	17.95	2.67	92.4	4.15	780.5	4083.5	78	7.5	11.95	2749.26	1.8275	0.5055	0.999	0.7245	0.0185	0.0075	0.003
1661.5	2905	96.29	107.5	57.41	9.9195	145.45	3.31	0	818.5	879	203	647.5	1	5	412	14.04	19.4225	304	5.65	0	93.8	1.15	644	1933	349.5	59	0	3477.38	2.6575	0.8415	0.8865	0.122	0.017	0.0055	0.0025
1301	2289.5	43.445	385.5	57.78	16.2195	226.8	8.505	0	233	439.5	42.5	2443	14	1765	5468	10.5	14.823	620	4.83	0	170.95	0.65	728	1900.5	121	37.5	0	2705.05	1.1535	0.271	0.4875	0.2465	0.017	0.0135	0.0125
1416	1857.5	67.605	273	51.685	12.297	139.95	10.295	0	84	333.5	951	2511	22	1596	1012	9.66	11.8285	522.5	6.055	0	48.7	0.2	458	2089.5	120	0	0	2250.9	0.97	0.2275	0.27	0.1235	0.01	0.0015	0.008
1645.5	1871.5	145.07	68.5	61.035	10.769	138.5	4.565	0.075	339	353	1	131	9.5	875	235	11.005	9.7305	249	5.345	0	221.35	5.2	1403	2563.5	2.5	19	0	1839.895	2.9595	0.8075	0.922	0.177	0.013	5e-04	0.017
2088.5	2709.5	136.69	275	87.83	18.4605	299.35	9.05	0	551	1461.5	3526	9084.5	136.5	9307.5	2136.5	17.735	19.2335	669.5	14.305	1.465	243.5	3.9	1329	3020.5	64	67.5	0	2693.3	3.2185	0.862	1.9985	0.198	0.001	0.0055	0.026
1891	3064.5	141.78	151.5	79.52	12.712	307.9	7.64	0	1173	1864	2738	6869	8	5997	1468	17.98	21.736	724	18.34	3.21	70.05	6.9	1212.5	2301.5	11.5	58.5	0	1725.65	3.955	0.9695	1.1585	0.166	0.0045	0.01	0.003
3503.5	5639.5	173.225	524	96.685	36.819	388.25	10.8	0	810	1491	285.5	8025	51	15682	861.5	29.995	59.4715	1464.5	21.325	3.825	123.6	8.75	1469.5	3594	106	0	83.2	3679.71	1.6215	0.3505	1.0725	1.0795	0.022	0.073	0.0145
1314.5	2206	87.975	126.5	60.225	12.858	160.2	4.135	0	375	1456.5	3545.5	11132	109.5	1332	795	12.275	16.08	506	10.955	1.82	51.95	4.15	1011	1814.5	23.5	11.5	0	2467.475	1.837	0.392	0.4525	0.236	0.019	0.005	0.0245
1350.5	2502	57.205	142	41.625	9.8865	194.6	5.28	0.06	89.5	119.5	0.5	353	20	7384.5	402	11.77	23.587	488	8.545	0	62.9	0.35	824	1847.5	0	0	0	1549.65	0.96	0.193	0.22	0.196	0.021	0.0035	0.013
1299	2342	72.07	105.5	62.215	20.7775	260.9	13.02	9.05	621	626	2	79	30.5	0	374.5	8.77	11.1925	188	6.01	3.115	15.75	8.75	1394	1576.5	0	0	0	932.735	0.798	0.119	0.145	0.257	0.0245	0.021	0.015
2266.5	2854	92.25	223	94.085	20.192	485.25	9.085	0	219.5	408.5	529.5	1921	163.5	8662.5	641	13.07	30.8685	375.5	13.625	0	40.7	5.6	967.5	3603	90.5	12	0	3375.79	1.8915	0.4565	0.5375	0.35	0.009	0.1385	0.0465
1470	3350	62.815	103.5	54.73	11.2345	311.35	2.36	0	613	699	23.5	1032	23	328	392.5	9.51	19.526	286	10.63	0	9.3	7.85	1119	2331.5	147	0	11.95	1784.99	2.0985	0.542	0.609	0.208	0.0475	0.01	0.0145
2798	4119	122.805	627.5	96.55	30.1425	480.3	11.645	0	317	391.5	293	729.5	62	3717	549.5	20.02	34.4365	914.5	12.505	0	175.05	4.75	805.5	4614.5	426.5	10.5	0	1805.62	1.273	0.371	0.391	0.2725	0.019	0.0305	0.0065
4616.5	4940	243.63	544.5	134.07	35.056	825.55	12.875	0	2337.5	2373.5	25	442.5	39	0	528	21.98	45.9415	787	18.115	0	65.3	31.95	4575	7547	59.5	218.5	110.9	5750.335	5.4195	1.4755	1.7095	0.431	0.0205	0.154	0.0345
2564	4473.5	115.64	212.5	117.97	25.692	434.05	10.065	0	767.5	1217	1670	4513	14	3967.5	1905	21.965	32.184	1523	16.9	0.6	101.35	5.2	1442	2823.5	5.5	71.5	0	2767.675	4.2735	1.1695	2.9955	0.2715	0.0355	0.0515	0.0215
1531	3266	36.64	198.5	62.8	16.416	304.4	8.69	0	442.5	495.5	29.5	612.5	54.5	10790	600.5	19.025	34.3955	481.5	11.03	2.165	48.55	3.3	631	2264.5	1	8	0	1256.945	1.054	0.259	0.2855	0.1735	0	0.034	0.0165
2150.5	3905.5	95.705	251.5	82.855	21.336	274.65	6.73	0	161	197.5	12	411	25	3240.5	288	13.84	29.615	598	8.905	0	30.45	2.05	861.5	2547	69	0	0	1896.89	1.1875	0.218	0.2505	0.4215	0.0115	0.0075	0.019
2242	3966	155.125	215	81.5	14.447	137.85	7.125	0	177.5	249	5	698.5	270.5	3917.5	767	12.725	17.705	415	9.035	0	44.55	1.95	771.5	2015	0	0	0	2070.03	2.323	0.4375	0.587	0.3825	0.075	0.001	0.0195
1653	2419.5	94.525	216	56.08	15.047	266.55	5.755	0	285	307	65.5	214	55.5	1013.5	428.5	15.54	25.3495	387	5.585	0	118.7	2.45	612	2828.5	180	20.5	0	2106.425	1.768	0.528	0.5765	0.179	0.015	0.0805	0.0105
1905.5	3183	86.3	111	89.875	21.1265	398.15	5.975	0	763	768.5	1.5	66.5	11.5	0	413.5	15.855	23.627	547	13.6	1.72	8.25	8.65	1227.5	2570.5	275.5	0	0	2339.11	2.2145	0.476	1.5785	0.4105	0.2135	0.035	0.0135
940	895.5	47.165	126	27.745	8.74	130.2	10.515	0	157	181.5	64	224.5	52.5	0	62	4.255	4.8985	145	2.735	0	53.75	0.75	505.5	2713.5	18.5	37.5	5.55	2450.72	0.7465	0.204	0.236	0.056	0	0.023	0.004
3067	5236.5	212.245	139.5	112.9	30.9735	437.1	13.92	0.09	483.5	506.5	6.5	223	35	818	934.5	17.82	36.412	467.5	9.615	0.39	127.1	6.15	1160	3818.5	200.5	73.5	0	2176.69	1.0255	0.16	0.2405	0.6025	0.022	0.1175	0.038
2924.5	5067.5	144.91	427	114.05	23.615	646.15	16.605	2.6	970	1267.5	1051	2938	138.5	6174.5	1324	36.875	37.1415	934.5	34.93	3.46	55.2	13.3	1752.5	4573.5	241.5	54.5	0	3321.125	4.5725	1.317	1.4435	0.4	0.0225	0.1665	0.034
2431	4211.5	124.685	306.5	78.275	23.9865	332.85	14.475	4.39	499	582	39.5	988	12	5993	1280.5	28.37	29.3265	1003	10.21	2.02	44.8	3.2	1278.5	3094.5	51.5	0	0	4435.835	1.179	0.229	0.177	0.3125	0.0045	0.0015	0.0025
1690	1935	116.32	103	60.895	14.1455	181.6	5.34	0	213	234.5	54.5	207.5	7	88.5	291	9.56	14.6475	294	4.355	0	24.8	2.05	497.5	1225	7.5	28	0	744.175	1.976	0.5375	1.0715	0.1895	0.0105	0.0165	0.0095
2062.5	2926.5	129.78	90	92.33	18.0975	253.4	4.96	0	717.5	741.5	8.5	230.5	38.5	1402	600	11.54	19.7275	337	8.705	1.605	20.9	10.9	1385	2467	56	97.5	0	1686.785	4.1125	1.0715	1.371	0.2615	0.0165	0.004	0.0225
1235	2313	33.265	102.5	59.575	17.673	89.95	5.69	0	62	83.5	0	247.5	3.5	4059.5	170	6.86	13.127	277	2.785	0	15.25	0.25	338	1134.5	0	0	0	1028.13	1.072	0.244	1.2975	0.24	0.007	0.002	0.005
1339.5	3221	57.825	158.5	63.675	8.812	308.75	5.265	0	583	738	382	1656	23.5	913	2027	7.895	9.8315	302.5	7.02	0	38.7	5.6	1497.5	1605.5	2	44.5	0	1965.56	4.2165	1	1.0565	0.088	0.002	0.0365	0.0105
1118	2254	45.27	134	37.25	10.0335	214.5	4.055	0	230	418.5	796.5	1839	35.5	1435	491.5	6.525	17.6855	202	5.98	0	29.4	4.05	850.5	2277.5	160.5	55	0	2041.97	0.776	0.2035	0.198	0.1445	0.006	0.0035	0.015
769	1674.5	44.715	74	26.475	6.194	86.3	2.465	0	96	117.5	5	240.5	18	2569	137	4.825	45.172	185.5	4.77	7.29	18.45	0.2	399	653.5	108	0	0	1878.845	0.9375	0.182	0.2045	0.1005	0.014	0.0065	0.0105
1615	2386.5	105.225	137.5	51.53	13.177	207.1	6.045	0	139	176	60	358.5	92.5	609.5	708	9.375	17.492	231	5.33	0	51.15	2	523.5	1851.5	24	149	11.15	2022.05	0.548	0.121	0.2165	0.1945	0.016	0.002	0.006
2023.5	2514	198.465	399.5	37.505	13.245	235.65	8.79	0.255	580	1490	50	10887	19	6067.5	18893	21.53	28.994	823	7.47	4.42	167.75	17.8	780.5	3150	14	16.5	0	2887.645	0.8195	0.1635	0.139	0.655	0.1055	0.4155	0.058
1430.5	1876	89.695	154.5	47.3	12.9485	192.5	5.71	0	583	650.5	31	786.5	54	2996	817	12.94	22.0515	385.5	6.715	0.6	43.2	2.1	914.5	1686	2.5	24.5	0	1119.91	1.189	0.1985	0.2865	0.216	0.0105	0.023	0.009
2480.5	4654.5	153.265	179.5	93.31	21.834	308	6.95	0.18	591.5	775.5	619	1862.5	51.5	1309	1077	13.8	18.8505	485.5	9.29	0	207.3	8.4	1529	3137	2	93	0	2181.38	3.2295	0.7245	1.122	0.515	0.016	0.02	0.0165
1920.5	3239.5	129.835	122.5	69.675	21.463	258.15	9.705	0.025	387.5	769.5	1064.5	3987.5	124	4990	1186	10.815	21.473	419.5	9.665	1.39	147.85	7.1	1082	2988	2	65.5	0	1678.905	1.5255	0.4	1.12	0.3365	0.1765	0.233	0.071
1603.5	3298	69.7	136.5	60.845	13.0415	299.6	6.895	0	553.5	1371.5	22.5	9792	11.5	9607.5	1138.5	11.12	20.7715	398	8.87	0	69.9	2.5	932	2001.5	0	0	11.55	4116.69	1.8965	0.4465	0.906	0.29	0.017	0.035	0.025
1980.5	3870.5	83.77	167	84.875	15.569	196.1	8.605	0	320.5	647.5	1265.5	3289.5	1.5	0	438	12.17	28.489	420	7.585	0	16.4	0.4	745.5	1801	16.5	103	0	2301.54	3.198	0.9035	0.9825	0.3525	0.0205	5e-04	0.004
1544.5	2479.5	50.1	286	63.63	20.2405	150.2	6.535	0	205	224	6	224	8	1830.5	292.5	13.315	16.2185	567.5	8.25	0.78	9.9	1.05	476	1261.5	0	0	0	902.34	1.205	0.302	0.3925	0.222	0.0035	0.003	0.007
912.5	1605	47.15	114.5	31.93	8.9435	188.45	3.93	0	341.5	452.5	90	1286.5	20	2576.5	563.5	5.4	15.5675	141	6.135	0.3	20.05	4.65	1020	1946.5	7.5	2.5	0	2399.595	0.4235	0.106	0.127	0.2025	0.0105	0.0025	0.0035
2009	2195.5	18.515	170.5	38.465	4.1845	479.95	1.635	0	50.5	51	0	11	0	0	30	8.47	33.104	386	12.995	0	0.1	2	284	1804.5	31	63.5	86.55	3183.275	1.1	0.1305	0.2875	0.1305	0.0065	0.0575	0.028
2187	3871	100.625	171	78.46	23.3065	301.65	5.11	0	489	505	4	169.5	41.5	293	349	21.68	30.151	683.5	11.535	3.22	71.65	5.45	926	2630	218.5	0	28.1	3248.835	1.623	0.3325	0.3775	0.288	0.05	0.006	0.017
1778	3888	39.105	360.5	66.91	15.529	370.3	9.845	0	82	455	949	3976	41	128.5	3111	11.89	29.904	413.5	11.27	0	120.7	0.9	472	3224	78	0	0	2400.015	0.509	0.1535	0.356	0.162	0.0015	0.017	0.012
1575	2107.5	38.84	416.5	56.035	12.7165	217.65	11.585	2.15	133.5	206	84.5	819.5	50.5	5591	1009.5	11.835	18.1	578.5	7.365	0.34	102.9	1.45	731	3275	222	0	11.15	3162.585	0.3895	0.0975	0.1785	0.165	0.0075	0.0025	0.004
