KCAL	SODI	SUGR	FF	TFAT	PFAT	CHL	ATOC	ATOA	RET	VARA	ACAR	BCAR	CRYP	LYCO	LZ	IRON	NIAC	FDFE	ZINC	B12A	VC	VD	CALC	POTA	CAFF	THEO	ALCO	MOIS	S140	S100	S120	M201	M221	P226	P225
2753.5	6332.5	43.59	210	151.175	25.242	518.9	10	0	522.5	1451.5	3660.5	9319	16.5	8532	1035.5	18.93	36.5425	698	14.37	0	16	2.4	1364	2767	145	12	0	3440.625	5.134	1.177	1.288	0.7605	0.263	0.1585	0.13
2133.5	4011	101.705	170.5	92.95	32.34	346.75	10.555	0	316	383.5	181.5	704	6.5	405.5	867	8.765	34.7985	303	10.47	0	113.05	3.95	624.5	2791	129	68	0	2282.985	1.138	0.2675	0.274	0.4455	0.027	0.01	0.0205
1941	3461	117.01	248.5	85.78	16.2695	250.35	5.93	0	1289	1326	5.5	434	12.5	2432.5	223	15.38	19.0515	499	11.38	0	20.55	1.9	733	1393.5	149.5	10	0	1378.33	1.9	0.3215	0.3735	0.3135	0.024	0	0.027
1007	1417.5	58.14	47	50.585	7.6685	122.9	4.025	0	191	206	4	182.5	0.5	826	180.5	5.56	6.477	135	4.715	0	5.4	1.65	602	805	21.5	51.5	3.55	2367.34	1.956	0.356	0.378	0.1455	0.002	0.0055	0.0085
1620	2855	88.2	141.5	61.32	15.3755	235.7	4.985	0	506.5	585.5	19	902.5	59	2978.5	454.5	11.68	23.171	411	7.325	0.525	42.7	5.6	1074	2007.5	0	0	0	1181.505	1.818	0.4385	0.547	0.2065	0.016	0.0075	0.0185
2889	4350	183.795	205.5	123.725	25.6595	329.85	8.93	0	291	341.5	19	567.5	45.5	1826	1239	20.49	29.7315	458	12.93	0	72.5	1.55	782	3789	801	118	0	3125.57	3.2235	0.692	0.7385	0.4115	0.0795	0.0045	0.0415
1749.5	3503.5	48.135	141.5	78.995	20.885	437.85	5.59	0	435	459.5	77	250.5	19.5	1025.5	917	13.735	28.6665	276.5	11.01	0.4	24.15	4.35	802	2406	0	0	0	2002.665	1.9945	0.539	0.606	0.2665	0.059	0.0575	0.0335
2117	3706	87.42	257	93.6	20.3515	528.1	8.575	0.115	550	653	105.5	1147.5	120	1772	984	11.985	17.475	323.5	9.99	0	168.75	5.35	967	2751	0	0	0	1681.63	1.925	0.371	0.579	0.266	0.0785	0.075	0.0105
645	1323.5	15.395	30.5	32.935	9.3125	95.55	4.155	0	110.5	157	108.5	493.5	5	0	459	3.715	7.2295	71	4.14	0	10.95	0.85	201.5	679.5	0	0	0	1046.225	0.3325	0.0595	0.0935	0.158	0.004	0.0075	0.008
2686.5	7759	70.66	232	91.31	17.5235	371.85	5.98	0	472	613.5	363.5	1441.5	192.5	10474.5	775.5	31.68	33.1345	835.5	17.595	1.47	95.85	2.55	1574	4529.5	109.5	0	0	2253.945	2.8465	0.6855	0.9065	0.2685	0.0015	0.004	0.0285
1609.5	2578	80.14	122.5	60.87	9.1665	252.3	5.405	0	331	413.5	17	965	49.5	14534	1400	13.4	23.343	478	11.17	1.275	47.7	3.2	421	1809.5	11.5	10	0	1677.84	2.354	0.584	0.822	0.1835	0.006	0.0075	0.004
1702	3410.5	68.935	173	80.705	13.8625	238.6	4.905	0	263.5	355	117.5	1036	17	2261.5	1110	13.055	19.052	281	10.395	0	31	1.95	993.5	2296	126	33.5	0	2717.63	3.376	0.627	0.593	0.182	0.033	0.0155	0.0085
1845.5	2628	115.65	218	84.875	15.8735	255.8	6.04	0	192.5	445.5	1281.5	2282	243	405	1184.5	8.27	16.196	351	5.9	0	206.75	4.1	546	3035.5	57	0	0	2224.405	2.3275	0.4445	0.5055	1.1825	0.6865	0.733	0.0585
1668	3663	109.285	271	46.125	7.776	359.6	8.015	0.08	90.5	680	131.5	7005.5	2.5	4125	7095	11.585	28.8165	271	15.555	0	139.55	3.55	375.5	3532.5	16.5	0	11.15	2718.395	1.322	0.267	0.293	0.1715	0.043	0.099	0.07
1048	1067.5	81.53	76	32.19	11.035	97.05	3.99	0	403.5	420.5	2	175.5	11.5	4082	288.5	10.56	15.677	395	8.12	1.865	120.45	2.5	516	1633.5	0	0	0	1668.835	0.6665	0.16	1.154	0.1565	0.0035	5e-04	0.002
2805	5020.5	130.135	211	130.39	26.4765	440.05	9.115	0	511	559.5	38.5	522	96	8170.5	1088.5	15.35	31.7345	528.5	11.16	0	92.6	4.85	1312.5	2595	30.5	70.5	0	1946.975	5.6215	1.292	9.7545	0.456	0.044	0.0555	0.037
3511.5	4132.5	306.675	159	132.16	19.439	191.1	7.025	0.075	485	1359.5	3644	8658	44.5	1214	1822.5	12.895	19.675	583	14.515	0	86.25	2.15	1929.5	2346	326.5	13.5	0	4664.755	7.6095	1.387	1.2655	0.2885	0.031	0.005	0.021
3226	3942	297.73	311	126.765	24.2715	484.4	10.32	0	498	1380	2107.5	9475.5	103	8185.5	5495.5	16.725	19.529	463	14.32	0	53	4.7	1193.5	4218.5	924	149	0	4562.21	5.2845	1.402	3.7755	0.2595	0.003	0.047	0.021
2227.5	3664	92.225	189	105.08	31.015	455.05	8.04	0	212.5	289.5	102	853	19	460.5	1365	10.615	27.4655	378	7.58	0	54.5	5.4	714	3425	426	0	0	3983.07	1.7715	0.4215	0.7425	0.4245	0.0615	0.196	0.0645
2955	3489	218.125	532.5	116.765	27.4945	666	12.945	3.18	463.5	509.5	46.5	374	310.5	2067	1083.5	19.28	19.2255	732	12.195	0.155	164.2	4.7	991.5	2988.5	47.5	77.5	0	3208.835	2.4345	0.55	0.5785	0.354	0.0375	0.1145	0.0425
1222	1829	54.155	133	50.78	9.944	280.55	6.17	0	260.5	309.5	72	435	239.5	945	1311	5.065	11.519	208	7.71	0	67.85	1.95	463.5	1336.5	100.5	3.5	16.35	2605.3	1.5455	0.409	0.4475	0.2595	0.0135	0.0615	0.0225
3168.5	5261	151.895	266.5	131.93	30.507	402.4	13.76	0	660.5	786	40	1366	287	30075	1109.5	25.965	48.292	1118	24.29	3.175	151.2	5.7	1396.5	3977	195.5	80.5	0	2707.87	3.531	0.506	0.6035	0.425	0.0105	0.0035	0.0255
978.5	2017	23.89	129.5	31.815	9.5725	176.8	3.97	0	90.5	136.5	116	459	48.5	1275	1219.5	7.405	14.4045	255.5	5.015	0	37.45	0.8	396.5	1373	36	3.5	13.7	2659.88	0.6295	0.1615	0.682	0.129	0.0055	0.0165	0.01
2030.5	3238.5	44.985	124	84.72	23.1105	322.25	15.48	0	62	63.5	0.5	17.5	2.5	0	70.5	10.13	47.448	344	12.46	3.645	103.85	2.45	598	2803.5	54	0	11.2	3136.575	0.6625	0.122	0.1705	0.498	0.028	0.0365	0.0305
1249	1902.5	54.03	206	43.95	12.2035	241.6	6.545	0	503	585.5	24	995	5.5	11519.5	1793.5	13.91	19.2565	484.5	9.025	0.95	45.2	5.25	839.5	2063.5	0	0	0	1123.505	1.0205	0.2845	0.749	0.215	0.0185	0.0105	0.004
2515.5	4901.5	126.76	339.5	101.75	22.6075	589.25	9.96	0	649	781.5	135.5	1425.5	188	6280.5	1740.5	14.555	33.5775	524.5	12.48	0	246.15	4.65	1019	3680.5	37	3.5	0	2621.835	3.32	0.902	0.9195	0.2905	0.02	0.076	0.033
2848	4744	147.59	122	129.675	38.836	259.5	12.15	0	135	198	160	676	11	10330	348	14.95	26.5725	626.5	7.685	0	19.45	1.95	726	1719.5	102.5	0	0	1469.415	1.3485	0.2555	1.3315	0.5785	0.0265	0.036	0.028
1605	2266.5	103.95	168	55.48	16.4335	212.9	7.13	0	419	503	37	918	103.5	6727	1860.5	11.345	19.122	358.5	7.345	0	132.65	2.9	811.5	2254	2	37.5	0	1736.21	1.835	0.469	0.5265	0.147	0.021	0.005	0.0075
1433	1911	90.945	83	59.865	15.379	237.4	5.275	0	470	581	123.5	1274	16	9	554.5	7.565	13.67	166	8.24	0.05	18.5	6.35	974.5	1819	4.5	73.5	0	1110.765	1.5735	0.3645	0.4485	0.1515	0.0065	0.008	0.0125
2628.5	4579	213.08	314.5	89.265	29.1135	456.55	14.92	0	244.5	1478.5	3215	12953	332.5	2.5	2711	14.625	21.9915	685	10.94	0	326.15	0.95	843	2473.5	0	0	0	4325.635	1.312	0.376	0.399	0.2735	0.002	0.1935	0.0245
1042	1396.5	90.565	129.5	35.305	9.21	293.55	9.385	2.74	642	952.5	9.5	3719	26.5	0.5	3343	10.27	10.769	285	3.895	0.795	20.8	4.25	814	1137	105.5	169	0	1248.575	0.3685	0.0945	0.196	0.112	0.004	0.0495	0.007
1596	2390	79.32	383.5	77.715	23.379	286.55	14.01	4.115	265	622	101.5	4180.5	107.5	804	3192	12.53	17.461	456	6.505	0	204.95	3.8	858	2989.5	105	27.5	0	1995.895	0.6655	0.1725	0.193	0.322	0.028	0.028	0.013
2835.5	5368	123.535	292	135.805	53.7495	386.6	17.685	0	365	757	1514	3825.5	213	563	1400.5	15.475	48.706	465	11.15	0	156.3	6.45	639	3700.5	0	0	0	2080.83	0.47	0.04	0.066	0.4845	0.0965	0.169	0.089
1606	2373.5	81.57	114	68.805	14.9405	229.5	4.44	0	276.5	292.5	3.5	183.5	11.5	863	342.5	9.83	14.1435	417.5	5.06	0	28.4	2.65	535	1017.5	75	0	0	1442.13	1.424	0.2785	0.461	0.19	0.023	0.027	0.014
1850.5	3185	91.05	138.5	76.245	17.648	474.3	8.415	0	526.5	2016.5	650.5	17544	10	3.5	1272	10.23	23.1025	257	21.615	0	53	5.15	836	2119.5	258	0	21.05	2435.625	1.9295	0.5715	0.593	0.2175	0.002	0.103	0.022
2558	4824.5	87.17	207.5	100.545	33.252	301.4	16.72	4.08	273.5	366	22	1122	12.5	23323	672	16.285	30.3315	683.5	13.28	0.715	41.2	0.4	619	2928	184.5	25.5	0	2324.735	1.4135	0.25	1.221	0.324	0.01	0.004	0.0115
1931.5	2957.5	112.305	152	82.355	21.953	235.55	7.24	0	566.5	632.5	15	729	89	2279	458	11.785	19.6795	453	7.5	0.6	59.7	5.7	1356	1719.5	0	0	0	1259.775	2.397	0.607	1.363	0.273	0.013	0.0125	0.0175
1432.5	4262.5	43.29	394	42.855	11.669	266.55	6.32	0	163.5	806.5	637.5	7419.5	23	7820.5	1910.5	15.175	12.666	681	7.305	0	161.65	6.4	728.5	2578.5	31.5	0	0	2830.17	1.5865	0.134	3.0775	0.05	5e-04	0.353	0.0625
1905.5	3489.5	105.935	201	67.03	10.51	281.85	5.445	0.045	860.5	1036.5	255.5	1756	430.5	9671	1798	40.035	53.822	1030	12.63	9.135	72.15	10.8	828	2339	14	0	0	1963.955	2.374	0.507	0.963	0.719	0.0015	0.0085	0.03
1771.5	1964.5	60.86	258	88.465	32.242	213.35	8.345	0	277	552.5	445	2981	220	0	2524	11.51	18.3965	343.5	8.02	0.5	195.45	0.55	741.5	2155.5	101.5	25.5	9.35	1362.92	1.814	0.3365	0.334	0.1945	0.001	0.006	0.005
1826	3086.5	118.815	136	69.14	15.872	326.65	11.64	0.075	396.5	505.5	22.5	1236	115	10240	814.5	6.995	12.974	239	7.715	0	75.2	4.2	835.5	2739.5	1.5	13	0	1122.295	1.128	0.2485	0.3045	0.472	0.0465	0.147	0.02
1309	2569	91.285	106	39.15	11.5315	131.65	5.07	0	256.5	279.5	1.5	224.5	73.5	2426.5	242	8.97	26.4055	511	6.835	3.885	34.75	1.9	541.5	1436.5	56.5	3.5	0	1598.79	0.8865	0.203	0.253	0.206	0.0245	0.005	0.014
2839	3207.5	131.685	289	113.845	29.0135	554.85	12.885	0	423.5	618.5	42.5	2268	120	8865	2036.5	13.145	34.7865	545.5	10.595	0	130.5	5.1	1029.5	3546.5	298	92.5	32.2	3456.62	2.6945	0.646	0.744	0.421	0.0135	0.1125	0.015
1670	2271.5	66.805	117	82.025	18.1525	337.65	7.485	0	542	548.5	11.5	67	14.5	0	651.5	14.825	13.736	366.5	6.58	0.92	13.55	6	1221.5	1100.5	15.5	53	0	2000.695	2.0415	0.5245	0.6325	0.271	0.009	0.0595	0.018
1742	2913	90.835	287	70.845	17.0375	340.75	7.675	0	643	743	155	1122	29.5	13607.5	1557.5	19.985	24.8375	684	17.9	2.515	73.2	6.3	1122.5	2321.5	1	8.5	0	1859.8	1.562	0.3095	0.362	0.181	0.003	0.031	0.018
2164.5	3111.5	131.485	146	87.775	15.301	200.8	5.055	0	583	613	17	330.5	6	5970	226	19.725	20.732	915	11.725	0.6	59.35	5.45	1544	2283	13	106	0	1015.75	4.2105	0.965	1.075	0.2165	0.041	0.0055	0.0245
2513.5	3200.5	129.465	155	98.13	17.9925	434.25	6.49	0	277.5	289	0	98.5	4.5	1412.5	232	14.84	37.135	382.5	16.59	0	34.15	6.05	1004.5	3493.5	6.5	39.5	0	1315.905	3.182	0.745	0.8375	0.369	0.016	0.0085	0.0305
2917	6765.5	74.95	158.5	107.545	18.164	201.55	7.44	0	471.5	481.5	3.5	118.5	5	1079	254.5	23.16	33.016	1174	12.145	0.75	5.3	2.4	760.5	1403	0.5	13	0	2630.51	3.767	0.9885	1.495	0.2735	0.003	0.012	0.026
2936.5	3445.5	186.425	172.5	109.91	25.2365	289.7	18.21	9.415	802	857	42.5	560	87.5	2565	446.5	22.725	29.1955	913.5	12.065	2.555	131.15	7.5	1301	2561	67	0	0	2693.49	3.8905	0.939	1.004	0.314	0.028	0.0045	0.0245
2187.5	3708	32.375	245	106.815	23.305	197.4	10.5	0	159	263	231	1120	31	9748.5	535	12.71	29.4465	554.5	9.415	0	25.05	0.5	1114.5	2441.5	118.5	0	0	3161.255	3.6095	0.6685	1.981	0.57	0.041	0	0
2459	5042	64.79	309.5	102.585	21.795	352.1	8.15	0	485	549	57.5	724	74.5	11569.5	465	22.685	30.6285	763	14.995	0.92	22.65	5.05	1154	2959.5	126	7.5	0	1574.45	2.281	0.448	0.612	0.341	0.002	0.012	0.0225
2241.5	4726.5	71.875	219	108.105	21.2945	594.85	9.66	0	479	1033.5	1576	5763.5	249	19306	1303	15.995	29.7475	479.5	11.225	0	97	4.4	1113.5	3256	200	18.5	7.95	3842.93	2.7355	0.5345	0.601	0.4955	0.105	0.092	0.023
1104	1354.5	64.665	133	43.51	6.8055	176.85	3.195	0.755	318.5	387	205	648.5	124	663.5	275	8.535	11.3855	300	6.665	0.745	68.2	7.25	942	1786	1	12	0	1306.655	2.0865	0.612	1.176	0.1145	0.0025	0.0135	0.0135
2562	4331	59.64	236.5	147.26	31.03	509.4	15.99	0.43	647.5	1721	2146.5	11769.5	58.5	5878	2050	13.63	21.641	385	12.725	0	105.35	3.45	935	3095	138	0	14.35	2342.86	5.2095	1.4895	1.7135	0.4345	0.0225	0.073	0.0325
1431.5	2461.5	89.775	200.5	55.235	9.849	205.8	3.955	0	141	150	0.5	117.5	3	0	151.5	7.3	18.152	319.5	5.175	0	55.2	1.4	501	1923	290	25.5	0	1897.84	1.6055	0.449	1.938	0.2155	0.026	0.003	0.0075
1739.5	2839.5	107.235	96.5	70.92	17.8135	221.15	8.755	2.32	433.5	445.5	0	101.5	7	501	229	9.715	18.6355	280	8.375	0.88	101.4	6.1	1166	2050	1	12	0	1418.58	1.623	0.3905	0.4495	0.3635	0.043	0.008	0.023
1840	2523	106.365	146.5	74.355	13.237	499.8	5.68	0	1075.5	1103	12	281	124	1480	815.5	10.09	14.641	456.5	11.68	1.04	85.35	11.8	1664.5	2687	174.5	23.5	10.8	3128.115	3.151	0.833	0.9675	0.2135	0.005	0.063	0.027
3242.5	4038.5	178.73	167.5	165.99	42.162	475.65	18.245	0	833.5	890	92.5	557.5	43.5	387	996.5	12.525	30.41	604.5	8.67	1.325	27.75	33.2	1503	3046.5	192.5	0	0	2458.64	3.634	0.7645	1.036	0.886	0.0475	0.8615	0.1645
2620.5	3471	160.805	211	120.835	26.4215	323.1	10.685	0.035	631	705	27.5	839.5	41.5	4195	706.5	15.94	24.633	500.5	14.585	1.495	56.8	3.6	1004.5	2775.5	61.5	82	0	1439.785	3.8415	0.8575	1.015	0.45	0.1435	0.063	0.0275
2689	3962	208.265	175.5	102.75	28.0825	510.85	9.725	0	214.5	342	65	1463.5	45	6587	1848.5	19.765	31.2265	372.5	14.53	0	24.95	2.3	490	2559.5	150.5	116	11.2	2142.415	1.529	0.281	1.2925	0.344	0.0735	0.0515	0.027
1999.5	2422.5	197.045	86.5	84.8	21.628	172.6	12.285	0	67.5	98.5	89.5	301	17	1055.5	157.5	9.28	16.86	156.5	6.125	0	24.65	1.05	361.5	1669.5	146.5	370.5	0	1440.045	0.9785	0.2005	0.502	0.394	0.051	0.006	0.011
2694	5859.5	198.965	137	99.885	20.4975	331.9	7.09	0	867	915.5	1.5	546.5	30	0	365.5	28.75	36.7575	965	15.445	2.775	8.9	15.25	2547.5	3469.5	354.5	83	0	3115.615	4.7015	1.231	1.4345	0.36	0.0215	0.005	0.0315
1875.5	2964.5	51.055	97.5	93.155	23.7315	195.2	7.3	0.315	408	429	2	220	30	16.5	223	10.13	28.906	443	5.26	0	16.45	2.7	622.5	1363.5	4	46.5	0	693.21	2.7575	0.733	1.1505	0.3395	0.0075	0.0175	0.0215
1403.5	2362.5	93	186.5	35.26	10.0625	241.75	5.81	0	169	263.5	80.5	1086.5	23.5	204	2476.5	8.62	18.3955	319	5.55	0	170.2	9.55	781	2766	73	0	0	2525.615	0.694	0.1885	0.2565	0.3235	0.0225	0.2195	0.0425
2258.5	2935.5	184.905	169.5	77.54	12.97	263.15	6.23	0	584.5	615.5	7	358	58.5	6030	916	18.39	20.2885	710	10.395	1.87	23.6	5.85	977.5	2249.5	382.5	39.5	0	1975.405	3.2955	0.7	1.32	0.2025	0.003	0.031	0.0135
3266.5	5047	412.445	168.5	65.835	15.79	351.9	8.985	0.42	526	627.5	65.5	1195.5	16.5	19243	1123.5	18.785	32.103	601	9.505	0.6	284.1	2.7	909	3266.5	207	0	0	3829.8	1.5555	0.3515	0.4185	0.294	0.0365	0.043	0.0245
1957	4141	61.865	175	64.27	16.572	568.5	21.255	11.05	844.5	916	51.5	832.5	30	1987	1485	13.865	32.446	636.5	15.34	1.68	46.75	8.3	1854	3009	113.5	8.5	0	4971.51	0.727	0.1745	0.465	0.1885	0.003	0.123	0.012
2591.5	4034.5	151.725	148	111.89	18.928	294.1	33.56	23.675	542	582	88.5	386	112	1025.5	397	10.92	79.8505	427	11.615	0	173.55	5.8	1215.5	3385	206	94.5	0	3963.45	3.0875	0.609	0.826	0.3725	0.156	0.0065	0.014
1012	1771	53.1	126.5	33.79	8.155	242.9	4.185	0	172.5	199.5	14	332.5	8.5	9534	609.5	7.345	11.387	262	3.425	0	77.35	1.45	231	1328	0	0	0.55	897.62	1.3805	0.451	2.041	0.0865	0	0.042	0.0055
2245	4000	46.665	306	86.83	19.5465	199.75	13.89	0	410	1085.5	39.5	8082	41.5	7753.5	11696.5	17.295	20.474	843	9.64	0.45	76.75	0.9	882	2178.5	0	0	0	1591.3	2.5595	0.6935	0.752	0.2245	0.003	5e-04	0.0125
2642	5254	142.675	142	125.055	27.149	565.5	10.235	0	421.5	482	45.5	676.5	70	3604	1327.5	13.93	27.5225	486.5	14.585	0	134.85	4.45	1387	2593.5	170	3.5	0	2881.005	2.4465	0.4565	0.5215	0.642	0.108	0.0755	0.051
801	832.5	70.45	53.5	25	5.73	114	2.455	0.02	96.5	113	17.5	182	8	4432	326.5	5.035	9.432	125.5	2.79	0.555	81.15	1.85	217.5	1166.5	0	0	0	547.685	0.7565	0.1725	0.8665	0.1195	0.004	0.009	0.0075
1274.5	2786	47.06	225	39.63	12.893	178.15	4.845	0	111.5	226.5	292	1233	14.5	8006	597	13.775	15.509	293.5	5.535	0	41.65	1.35	538.5	1632	110.5	4.5	0	3354.66	0.715	0.1585	1.0985	0.1075	0.02	0.0025	0.005
1444.5	2357	66.92	84.5	53.465	12.8165	255.1	4.29	0	793	882	376	874.5	27	567.5	564	16.365	22.365	703.5	14.17	3.035	23.05	6.8	1096.5	1818	0.5	24.5	0	744.07	1.733	0.425	0.505	0.1585	0.038	0.0315	0.0195
2228	3860	103.34	132.5	100.99	20.082	283.5	6.83	0	267	290.5	9.5	249.5	58	460.5	389.5	11.645	18.589	431.5	7.805	0	13	2.15	612.5	1751	6.5	73.5	0	2607.065	3.3	0.716	1.036	0.3705	0.108	0.1975	0.0355
3045.5	2188.5	191.105	550	55.5	17.0475	384.25	5.42	0	36.5	163	268.5	1369	15.5	9113.5	539.5	9.38	41.1365	712	6.41	0	53.1	0.35	739.5	3208	193.5	12	180.15	4724.345	0.825	0.114	0.592	0.2115	0.0115	0.0035	0.015
891.5	1708.5	54.89	44.5	31.6	5.1535	155.55	5.095	3.165	644.5	728	76.5	968.5	2.5	78.5	905	8.305	9.986	330.5	7.03	0	18.95	4.15	736.5	1114	34	71.5	0	1841.07	1.6145	0.4465	0.508	0.061	0.0015	0.01	0.01
2129.5	3197	116.805	111	95.675	18.7445	146.8	7.91	0	850	1016	481	1748	21	2587	800.5	15.17	17.2	472	7.425	0.91	276.95	2.3	1230	1394.5	104	0	0	3390.04	4.996	1.439	1.576	0.2505	0.004	0.0065	0.02
4998.5	7389	284.34	160.5	268	64.8495	675.65	12.515	0	648	715	146.5	667	11	3128	310	17.655	40.3	372.5	23.51	0.45	15.85	7	1318	4101.5	161.5	305	0	2660.035	7.9545	1.906	3.312	0.882	0.106	0.0145	0.0425
2267	2806.5	161.81	165.5	94.115	13.851	264.4	2.875	0	340.5	380.5	26	447	26	2051	118	9.48	24.235	272.5	13.56	1.195	11.7	4.95	1302	2030.5	164	3.5	18.5	2330.495	4.3405	0.9355	1.122	0.238	0.003	0.004	0.043
2476.5	3745	41.465	243.5	91.72	24.9355	449.6	6.185	0	281	395.5	46	1314	58	2386.5	877.5	14.77	33.7555	548.5	9.695	0	45.2	3.35	1294.5	2716	157.5	18.5	53.15	2483.535	2.5755	0.591	0.666	0.3045	0.0455	0.035	0.0335
2266	3029	107.345	165.5	108.065	25.405	273.15	8.31	0.1	491	509.5	6.5	203	8.5	2855.5	344.5	9.145	19.333	413.5	8.99	0	71.3	3.85	1115.5	2469	114.5	44	0	1478.055	3.4795	0.8645	1.0145	0.389	0.0185	0.004	0.021
1313.5	1759.5	72.795	175	42.675	10.36	178.65	3.71	0	399	557.5	466.5	1464	414.5	2730	1053.5	19.35	19.1475	602.5	4.89	2.19	164.9	3.35	680	1688	195	0	0	1447.675	1.2915	0.2385	0.185	0.0965	0.0015	0.0095	0.004
2176.5	3826.5	94.4	132	85.93	25.0545	310.65	7.295	0	626.5	713	284.5	879.5	14	1222	780.5	25.375	42.718	753.5	9.08	5.125	55	7.75	825	2505.5	2	17.5	0	1438.615	1.33	0.296	0.329	0.384	0.0275	0.011	0.0185
1524.5	3717	23.615	148.5	63.225	24.228	308	9.86	0	223	299.5	32.5	870.5	50	10359.5	1042	11.46	27.256	340	6.855	0	17.75	3.05	777	1598.5	13.5	0	0	2015.61	0.674	0.1685	0.191	0.2625	0.0115	0.0415	0.012
485.5	1753	7.595	169.5	17.81	5.48	209.65	3.91	0	52	377.5	470.5	3677.5	1.5	579	3988	4.095	12.8575	169.5	2.66	0	125.2	1	384.5	1389.5	16.5	0	0	2583.19	0.4935	0.1605	0.1525	0.028	0.0085	0.184	0.0115
659	881.5	38.645	72.5	14.19	4.5795	80.5	2.405	0	25.5	224	664	2019.5	60.5	3512.5	190	3.67	7.237	169.5	1.28	0	52.15	0.1	211	976.5	48	0	16.75	1349.105	0.0845	0.0195	0.0225	0.0585	5e-04	0	0
1271	1932.5	84.385	69.5	54.485	12.8675	158.75	4.51	0	147	167.5	2.5	204.5	72.5	37.5	268	5.8	10.542	161.5	3.675	0	94.5	3.4	575	1719.5	1	20.5	0	994.385	1.306	0.2875	1.951	0.2105	0.0375	0.0175	0.011
1940.5	2642.5	51.26	139	108.255	33.8035	271.45	5.765	0	303.5	308.5	0	52	8.5	0	261.5	6.01	15.8965	344	5.53	0	5.25	1.35	820	1240.5	33.5	38.5	36.95	3281.95	2.9325	0.7	0.814	0.379	0.016	0.063	0.064
783	1270.5	32.21	92.5	41.04	6.245	348.8	2.95	0	308.5	367.5	30.5	673	18.5	0	1666.5	9.265	8.7435	129	4.21	0	20.05	2.95	276	1153	17.5	31.5	0	1173.025	1.5055	0.3805	0.402	0.1485	0.004	0.062	0.0155
1570.5	2436	94.085	80.5	71.18	13.7065	150.1	3.45	0	62.5	83	16	212	56.5	682	170	7.085	13.1675	191	6.445	0	3.05	1.3	411	1373	224	0	0	1378.985	1.361	0.123	0.1525	0.3115	0.073	0.007	0.0255
2166.5	3432.5	126.065	171	80.735	29.133	291.95	11.285	0.2	94	403	1166	3108.5	17.5	10340	841.5	12.785	29.387	354.5	7.185	0	172	0.6	244.5	2815.5	56	79	5.6	2841.84	0.365	0.106	0.0845	0.3275	0.037	0.0495	0.0135
3221	5034	48.525	266.5	190.84	41.643	1016.55	13.83	0	1024	1084.5	26	678.5	59.5	2576	2130	19.39	28.322	492	18.58	0	11.55	8.3	1571	2261.5	1.5	49.5	5.35	2022.15	5.953	1.384	1.499	0.5795	0.0085	0.189	0.068
2575	3807.5	132.665	160.5	86.66	14.265	244.5	6.15	0	761.5	804	10.5	510.5	31	9171.5	295.5	16.445	23.895	593.5	10.165	0	53.45	5.85	1786.5	3086	10.5	74.5	0	1874.5	4.465	1.17	1.325	0.1725	0.0055	0.002	0.0305
2525	3366	163.96	91	94.96	30.938	197.15	9.185	0	82	237.5	508.5	1607	12.5	12622.5	462.5	11.415	64.117	384.5	8.37	16.36	19.85	0.4	293	1891.5	143.5	0	0	1936.7	0.9025	0.111	0.135	0.433	0.0375	0.0075	0.01
721	2201	19.325	60	35.33	7.3075	88.9	3.325	0	102.5	139.5	38.5	415.5	0	6697.5	341	4.84	9.707	193.5	3.78	0	6.5	0.75	302	798	3	54.5	0	804.76	0.9175	0.1765	0.209	0.2775	0.006	0.003	0.022
1447.5	4296.5	40.745	145.5	58.325	20.332	225.25	9.185	0	104.5	636	43.5	6341.5	19	29276	1188	7.615	22.8215	174.5	6.865	0	156.25	1.65	555.5	2887.5	192	0	31.3	3798.64	0.839	0.2045	0.25	0.178	0.004	0.0425	0.015
756.5	1453.5	37.88	73.5	19.4	3.762	103.6	2.725	0	7.5	40	10	391	0	8378.5	209.5	5.075	15.8025	179	3.74	0	4.2	0	144	1031	82.5	7.5	0	1162.645	0.2845	0.0345	0.0255	0.0405	0	0.002	0.0035
1470.5	2394.5	56.475	66	63.135	10.0975	157.45	5.08	0	303	328.5	0	303	11	6171	139.5	10.865	14.725	371	10.9	0	7.9	0.6	746.5	1295.5	29.5	111.5	0	1868.615	3.2	0.746	0.837	0.068	0.006	0.0025	0.0185
1822	2626	113.44	156	87.95	23.3695	192.25	9.55	3	575	947	1226.5	3665	361.5	2.5	914.5	12.545	16.3765	607.5	10.39	1.82	104.8	6.4	1358.5	2000	114	61	0	2474.675	2.6795	0.719	1.82	0.3255	0.0155	0.018	0.024
1450	3403	94.495	115	45.54	8.495	274.65	4.45	0	104	114	21	112	3	605.5	241.5	9.575	16.502	262	5.66	0	2.65	0.8	362.5	946.5	33	0	2.95	2174.155	0.49	0.0275	0.0515	0.201	0.082	0.079	0.02
1822.5	2325	122.76	150	62.285	19.286	253.55	8.79	0.05	195	574	1480	3602.5	300.5	69.5	1060	7.54	20.987	213.5	7.675	0	182.8	3.9	821.5	3232	22	0	0	2261.34	1.218	0.332	0.3995	0.267	0.012	0.0105	0.0165
1655	2219.5	95.91	230.5	68.8	24.862	200.9	8.795	0	85.5	469	2611	3089.5	406	2840	2236.5	9.22	13.7605	344.5	7.18	0.08	122.9	0.4	674	2411.5	56	54	0	2915.645	0.9785	0.2035	0.248	0.238	0.023	0.1975	0.032
