"","F_TOTAL","F_CITMLB","F_OTHER","F_JUICE","V_TOTAL","V_DRKGR","V_REDOR_TOTAL","V_REDOR_TOMATO","V_REDOR_OTHER","V_STARCHY_TOTAL","V_STARCHY_POTATO","V_STARCHY_OTHER","V_OTHER","V_LEGUMES","G_TOTAL","G_WHOLE","G_REFINED","PF_TOTAL","PF_MPS_TOTAL","PF_MEAT","PF_CUREDMEAT","PF_ORGAN","PF_POULT","PF_SEAFD_HI","PF_SEAFD_LOW","PF_EGGS","PF_SOY","PF_NUTSDS","PF_LEGUMES","D_TOTAL","D_MILK","D_YOGURT","D_CHEESE","OILS","SOLID_FATS","ADD_SUGARS","A_DRINKS"
"V_STARCHY_POTATO",-0.00129629980257492,-0.0819351490473817,0.0313573018307169,0.0352778114553587,0.264937980714136,-0.0688228849574408,0.000849261188242134,0.0218623447117656,-0.0234683479520023,0.854666678704719,1,-0.0122745562365134,0.0584778194320903,-0.080884044214767,0.0028817010795249,-0.00546163259630576,0.00548158720103277,0.0396615172363192,0.0162038515091458,0.0703311187446426,-0.0190033744361397,-0.0226676287790721,-0.0503596481444539,0.0264219023969631,0.0249688644272465,0.0801842048695191,-0.0406215689606492,0.0339034404979899,-0.0799312969886294,-0.0671912867222534,0.046500947391377,-0.0621862569984902,-0.037309430332612,0.157667962673252,0.0527840936938304,0.00804208705232142,0.0412614170324887
"V_STARCHY_OTHER",0.1137747000431,0.0500323666653601,0.158384007745345,-0.0631405843301997,0.195139897007008,0.0279768779653265,0.0528977158243203,0.0374317884549937,0.0382027511193655,0.508647340359401,-0.0122745562365134,1,0.0239475467338163,0.0235272436977217,-0.0543746369232517,-0.0113671312800159,-0.0545640341730736,0.122793509394333,0.153650881278467,0.0992298706634739,0.0905159399060821,0.0616234261701969,0.0618592184528477,-0.00408669369076875,0.116443244087596,0.065168287339884,-0.053136700458302,-0.0407900761046065,0.023104256453446,0.00477976435408149,0.0484997083327892,0.040884778401278,-0.00229708190771469,0.00554584873670789,-0.0411163846468872,-0.131366998823195,0.0122020328073119
"V_OTHER",0.17638722868716,0.0605006679155449,0.166119290904239,0.0732317742486637,0.819001686424434,0.311013926043435,0.31245168249278,0.223345446208883,0.223108147490321,0.0627856862965652,0.0584778194320903,0.0239475467338163,1,0.056260057852863,0.109482947337744,0.0141901190704681,0.113578849209747,0.239257256283948,0.116018448367557,-0.021602265145381,0.0514365134620712,0.0343487027495072,0.088503169052501,0.0844242284874197,0.087153349704117,0.123589091846906,-0.117107006437964,0.280275836933551,0.0557522970333159,0.0476213251041079,0.0026335419078434,0.151596367450379,0.112319764774848,0.405813590606589,0.148125419036316,-0.129867823605705,0.0206347605133892
"V_LEGUMES",0.0570429196656991,0.0887141872871558,0.036740061047114,-0.0269347841111685,0.0701685809408162,-0.0164685099553299,0.179950635824148,0.158399647937042,0.0947781532513472,-0.0574286568817343,-0.080884044214767,0.0235272436977217,0.056260057852863,1,0.17409716565586,0.249154422225208,0.0838380730656985,0.0685525204618122,0.0198338055582028,0.00595887618870386,0.0464629778566375,-0.0240646521146312,0.0246330138594037,-0.025717388806068,-0.0226897218379884,0.104836176003596,-0.0581781217718758,0.0847733809514728,0.999930033414878,-0.0900788899328699,-0.04020776930182,-0.00575506127370511,-0.0336218977178591,0.152527151439606,0.0271751087046823,-0.0570016492972834,-0.0579278869568901
"G_TOTAL",0.0723448804935431,0.152031512700631,-0.082747454870251,0.163870342114047,0.083932861229677,-0.100740250925732,0.195330411232482,0.297106800956131,-0.0388943089796438,-0.0257509341634897,0.0028817010795249,-0.0543746369232517,0.109482947337744,0.17409716565586,1,0.403401689458079,0.92048002203959,0.126658573122375,0.149398407883152,0.0448727290816712,0.13361495463311,0.16072938605424,0.1160495406863,-0.0170132455923394,0.0333616621535545,0.0318052001560534,-0.22317673170254,0.0442420770703384,0.17377946168196,0.208605312894902,-0.00575551091344782,0.0116877656083443,0.399113487249064,0.27918849709265,0.507068946037542,0.156593853513071,0.0799559659515781
"G_WHOLE",0.0771146097403601,0.144137146154354,-0.0208621213751285,0.0683889069225816,0.000962441612173247,-0.0559567444858567,0.0500327395855692,0.00522117976971136,0.0703207199127657,-0.0106046821479803,-0.00546163259630576,-0.0113671312800159,0.0141901190704681,0.249154422225208,0.403401689458079,1,0.0137417061880891,0.195208892392193,0.0643789045565441,-0.0501777157760196,0.117701567271614,0.019997017134398,0.105486441641351,-0.0278679801077019,-0.0235261341158047,0.114966324694496,-0.0585418339880594,0.26933925356146,0.249482734069135,0.0185571360675881,0.108886070431298,0.152588611573599,0.0260521106156943,0.254141374544739,0.0805308009017759,0.00959753225820318,0.045129084342247
"G_REFINED",0.046121748504967,0.104576450508927,-0.0815137343912523,0.149864205810111,0.0913078956809517,-0.0861873684570297,0.192082268768223,0.322438197891275,-0.0725350560996224,-0.0236106667906457,0.00548158720103277,-0.0545640341730736,0.113578849209747,0.0838380730656985,0.92048002203959,0.0137417061880891,1,0.0550379660983861,0.135762373877777,0.070465357974174,0.0957416241503183,0.167099170377382,0.081763602656986,-0.00668958244465596,0.0465040567319587,-0.0143443931738115,-0.218877688755425,-0.0666836637452078,0.0833506811193678,0.220031279499913,-0.0527926775783239,-0.0523958242236703,0.425011077270932,0.196548420408852,0.519714226092469,0.167021433217628,0.0680993144942544
"PF_TOTAL",0.151789111144119,-0.0121092163644306,0.143999249354186,0.137908002530703,0.296749068379332,0.206811557624634,0.151576453499759,0.115609035154096,0.100011379525233,0.0979065280078713,0.0396615172363192,0.122793509394333,0.239257256283948,0.0685525204618122,0.126658573122375,0.195208892392193,0.0550379660983861,1,0.838557398170554,0.406226539958539,0.350644146956999,0.127529378202262,0.501028757373673,0.273188679638708,0.239179445135585,0.269265779853341,-0.0648531768232172,0.457294653989132,0.0682922488731565,-0.0570000961878169,-0.0546865409639964,0.146467185567489,0.0263874889394017,0.376249874741157,0.148753544907975,-0.139032648407569,0.0427548274003195
"PF_MPS_TOTAL",0.0217513059977806,-0.0731258301918933,0.052422399021751,0.0449794321626052,0.167195331394413,0.143864958702696,0.0529424478258255,0.0747729168698369,-0.00402347862251838,0.093730191613356,0.0162038515091458,0.153650881278467,0.116018448367557,0.0198338055582028,0.149398407883152,0.0643789045565441,0.135762373877777,0.838557398170554,1,0.490391001393091,0.44288754578622,0.140947835219058,0.61024446931205,0.306953329089059,0.230612010601257,-0.0204441110895829,-0.189929172415815,-0.0423308938739641,0.0197137819430477,-0.0520880918186214,-0.0590451689279541,0.033225211219131,0.0529444309583834,0.0889086399073957,0.112922421908263,-0.126959016253952,0.0944408816304383
"PF_MEAT",-0.0569706327469917,-0.0490691019377687,-0.0387804396717526,-0.0164970204335268,-0.0161675207928625,-0.0629972596450008,-0.0402786080950398,-0.027500611357021,-0.0302236547334797,0.112079652915931,0.0703311187446426,0.0992298706634739,-0.021602265145381,0.00595887618870386,0.0448727290816712,-0.0501777157760196,0.070465357974174,0.406226539958539,0.490391001393091,1,0.0542791586533999,0.0202639285584433,-0.115633985118505,-0.0603757774779248,0.0136819912485073,-0.033049130128908,-0.0896983460156865,-0.0229787473342473,0.00584266499783009,-0.0393354651579006,0.0424914100969448,-0.0185344719561983,-0.00385890437755894,-0.0591725426186408,0.14653672024042,0.0035108874291579,0.108247834409442
"PF_CUREDMEAT",0.0043536015702924,-0.033467236860711,0.0290466301905199,-0.00363767109919437,0.0548493558399373,0.0613385416475485,-0.020891405811065,0.00828763347079074,-0.0412190460279974,0.0306346821168209,-0.0190033744361397,0.0905159399060821,0.0514365134620712,0.0464629778566375,0.13361495463311,0.117701567271614,0.0957416241503183,0.350644146956999,0.44288754578622,0.0542791586533999,1,0.0692107016614877,0.134431083458047,-0.020241404209678,-0.0244757892872503,-0.0610864731496181,-0.0745748769079202,-0.0448379303439257,0.0464182028852972,0.0269241354531648,-0.0101037089301114,0.0730886181828979,0.056893717425183,0.0285145157046384,0.0849746748026975,-0.0879603493199279,0.0580807142750451
"PF_ORGAN",0.0448079758278997,-0.0334585130339201,0.016583002992612,0.125690583487396,0.027801491848396,-0.018625948064415,0.0330666505494482,0.0412841792019974,0.00362291018214551,0.0124781513595906,-0.0226676287790721,0.0616234261701969,0.0343487027495072,-0.0240646521146312,0.16072938605424,0.019997017134398,0.167099170377382,0.127529378202262,0.140947835219058,0.0202639285584433,0.0692107016614877,1,0.154763728636123,-0.0118498708239735,-0.00108957276860618,0.00879639015378317,-0.0216822078646528,0.00773116315314679,-0.0241209994325152,0.0484669101986274,-0.0102233779684928,-0.0225064443644239,0.0704184047969639,0.0295998816049704,0.0663256143845972,0.0235768596456315,-0.02140152656735
"PF_POULT",0.0596091862695862,-0.0181322908679793,0.0795880785778941,0.0264777679615593,0.122934582907684,0.183280764154329,0.0186122778463698,0.0109105490961323,0.0160015569434459,-0.011243353037545,-0.0503596481444539,0.0618592184528477,0.088503169052501,0.0246330138594037,0.1160495406863,0.105486441641351,0.081763602656986,0.501028757373673,0.61024446931205,-0.115633985118505,0.134431083458047,0.154763728636123,1,-0.0587323590938225,-0.0179248796007067,-0.0708600572162826,-0.121755706844158,-0.0225302173856896,0.0242372510051876,-0.037657960317271,-0.0627622368546184,0.0226764936124737,0.0267319969739246,0.0934213331932821,-0.000171802619727438,-0.0880115062015453,0.0119405518695012
"PF_SEAFD_HI",0.00876570294314813,-0.00534973602059335,0.0242303706456381,-0.0166558592042661,0.112054908049369,0.0432512365467234,0.120292522993377,0.160305786574953,0.00171858018988797,0.0206284326208741,0.0264219023969631,-0.00408669369076875,0.0844242284874197,-0.025717388806068,-0.0170132455923394,-0.0278679801077019,-0.00668958244465596,0.273188679638708,0.306953329089059,-0.0603757774779248,-0.020241404209678,-0.0118498708239735,-0.0587323590938225,1,0.0228094046472713,0.124755133844089,-0.0597438416614714,-0.0335608246568345,-0.0255593189845571,-0.0597995090765182,-0.0638437120124558,0.00771698912440649,-0.0139897935960277,0.0701114586411577,-0.0345007305773845,-0.0284845554902368,0.0157633869071974
"PF_SEAFD_LOW",0.0417103890974,-0.0843926231170856,0.0130983133805798,0.185222879271019,0.146475580171177,0.0959370756432746,0.104423447505584,0.0807969624351241,0.0675945785114648,0.0819584080066014,0.0249688644272465,0.116443244087596,0.087153349704117,-0.0226897218379884,0.0333616621535545,-0.0235261341158047,0.0465040567319587,0.239179445135585,0.230612010601257,0.0136819912485073,-0.0244757892872503,-0.00108957276860618,-0.0179248796007067,0.0228094046472713,1,0.0755658831839055,-0.0473264604543896,0.0568328714913282,-0.0220030595184702,0.0350666455594118,-0.0604838701612072,0.00654978826187174,0.0987308329629836,0.105131923303755,0.058862016891999,-0.132309788728753,-0.000825624597808657
"PF_EGGS",0.0644852872721073,-0.036498881053902,0.0680385662512063,0.0831291466066615,0.163301419314395,0.0510269049739757,0.123270800142884,0.125170011993706,0.0460530531249777,0.102878225878989,0.0801842048695191,0.065168287339884,0.123589091846906,0.104836176003596,0.0318052001560534,0.114966324694496,-0.0143443931738115,0.269265779853341,-0.0204441110895829,-0.033049130128908,-0.0610864731496181,0.00879639015378317,-0.0708600572162826,0.124755133844089,0.0755658831839055,1,-0.0685633178496333,0.22354723789954,0.104572420820767,-0.0542376930892985,0.00642584283331275,-0.0237355014047998,0.0128477144009226,0.214880144079029,0.153783672640838,-0.0691128992118989,0.0561128721232068
"PF_SOY",-0.163996836942847,-0.0566737441130945,-0.158559178554989,-0.0597858831626421,-0.17635718162413,-0.0955513228533966,-0.159066717152852,-0.154451665179184,-0.0674291724195106,-0.0625662255966038,-0.0406215689606492,-0.053136700458302,-0.117107006437964,-0.0581781217718758,-0.22317673170254,-0.0585418339880594,-0.218877688755425,-0.0648531768232172,-0.189929172415815,-0.0896983460156865,-0.0745748769079202,-0.0216822078646528,-0.121755706844158,-0.0597438416614714,-0.0473264604543896,-0.0685633178496333,1,-0.0647943626159962,-0.0584024926839771,-0.0319870742792894,-0.173780561356503,-0.0767043868259895,-0.197994085520777,0.0954757456982923,-0.234663264904646,0.0789278732422732,-0.106319092851593
"PF_NUTSDS",0.312467055843488,0.148422962240954,0.23312230895202,0.196333519456277,0.30836743997376,0.179863778721162,0.225414247896887,0.102980019766084,0.226821673891411,0.00801334333945403,0.0339034404979899,-0.0407900761046065,0.280275836933551,0.0847733809514728,0.0442420770703384,0.26933925356146,-0.0666836637452078,0.457294653989132,-0.0423308938739641,-0.0229787473342473,-0.0448379303439257,0.00773116315314679,-0.0225302173856896,-0.0335608246568345,0.0568328714913282,0.22354723789954,-0.0647943626159962,1,0.0846235654080916,0.0100317960964281,0.0482212661246436,0.288083201928,0.0129058987159846,0.523269769631158,0.114795709801859,-0.0525433287995222,-0.0792651775254803
"PF_LEGUMES",0.0563973358209102,0.0879931132734101,0.0364796502234175,-0.0272636922520499,0.0698209364236573,-0.0164625734061722,0.179252094232279,0.157274804138597,0.0949878441157731,-0.0568279254135513,-0.0799312969886294,0.023104256453446,0.0557522970333159,0.999930033414878,0.17377946168196,0.249482734069135,0.0833506811193678,0.0682922488731565,0.0197137819430477,0.00584266499783009,0.0464182028852972,-0.0241209994325152,0.0242372510051876,-0.0255593189845571,-0.0220030595184702,0.104572420820767,-0.0584024926839771,0.0846235654080916,1,-0.0911063795623486,-0.0406705243237824,-0.005852139606636,-0.0344003406361936,0.152875287706339,0.0262315252283374,-0.0576424652203998,-0.0578550915117347
"D_TOTAL",0.158135083045358,0.0341444116977129,0.0546937830291822,0.268497727796559,0.0598724340850433,0.0335103947334347,0.10719977758141,0.151138803462642,-0.00784775759533036,-0.055372642732953,-0.0671912867222534,0.00477976435408149,0.0476213251041079,-0.0900788899328699,0.208605312894902,0.0185571360675881,0.220031279499913,-0.0570000961878169,-0.0520880918186214,-0.0393354651579006,0.0269241354531648,0.0484669101986274,-0.037657960317271,-0.0597995090765182,0.0350666455594118,-0.0542376930892985,-0.0319870742792894,0.0100317960964281,-0.0911063795623486,1,0.388661244965326,0.24166857693386,0.815496021812444,-0.0259104525437659,0.551188799721243,0.161650956930696,0.0114291924538584
"D_MILK",0.0846040483643186,0.071253714734757,0.0557533957350297,0.0299204926872418,0.00854088699503513,-0.013160002144302,-0.0224397420255182,-0.0393831175060877,0.0104159895504545,0.0652210030524327,0.046500947391377,0.0484997083327892,0.0026335419078434,-0.04020776930182,-0.00575551091344782,0.108886070431298,-0.0527926775783239,-0.0546865409639964,-0.0590451689279541,0.0424914100969448,-0.0101037089301114,-0.0102233779684928,-0.0627622368546184,-0.0638437120124558,-0.0604838701612072,0.00642584283331275,-0.173780561356503,0.0482212661246436,-0.0406705243237824,0.388661244965326,1,0.118358081048726,-0.0511979573654433,-0.124572420788972,0.0197529355566454,0.108332100607023,-0.0195931800606742
"D_YOGURT",0.169892018361403,0.0750114173116077,0.151685887352318,0.0662602078629886,0.151695922553583,0.118256888129241,0.0867030260026859,0.0390577478225167,0.0878699895944711,-0.032316803809356,-0.0621862569984902,0.040884778401278,0.151596367450379,-0.00575506127370511,0.0116877656083443,0.152588611573599,-0.0523958242236703,0.146467185567489,0.033225211219131,-0.0185344719561983,0.0730886181828979,-0.0225064443644239,0.0226764936124737,0.00771698912440649,0.00654978826187174,-0.0237355014047998,-0.0767043868259895,0.288083201928,-0.005852139606636,0.24166857693386,0.118358081048726,1,0.0668280101936584,0.0682888064782603,0.0341955478422226,0.109162969835306,0.0182150448003836
"D_CHEESE",0.163477697056741,0.0342109475191478,0.0365120682204691,0.316868332988598,0.148677698599515,0.0717848160483388,0.196815916883588,0.255623715926579,0.0103549141293923,-0.033317587644894,-0.037309430332612,-0.00229708190771469,0.112319764774848,-0.0336218977178591,0.399113487249064,0.0260521106156943,0.425011077270932,0.0263874889394017,0.0529444309583834,-0.00385890437755894,0.056893717425183,0.0704184047969639,0.0267319969739246,-0.0139897935960277,0.0987308329629836,0.0128477144009226,-0.197994085520777,0.0129058987159846,-0.0344003406361936,0.815496021812444,-0.0511979573654433,0.0668280101936584,1,0.0429266732773421,0.729544121272604,0.0581797338123121,0.0696044622170038
"OILS",0.12349962755152,0.114721605002659,0.0680857900711695,0.0560763240005602,0.416923191807242,0.175360147591393,0.221198443824568,0.17979539999202,0.133393232187464,0.138637889999856,0.157667962673252,0.00554584873670789,0.405813590606589,0.152527151439606,0.27918849709265,0.254141374544739,0.196548420408852,0.376249874741157,0.0889086399073957,-0.0591725426186408,0.0285145157046384,0.0295998816049704,0.0934213331932821,0.0701114586411577,0.105131923303755,0.214880144079029,0.0954757456982923,0.523269769631158,0.152875287706339,-0.0259104525437659,-0.124572420788972,0.0682888064782603,0.0429266732773421,1,0.0372608124686912,-0.0294860490147268,-0.0215978178168492
"SOLID_FATS",0.206868984315802,0.0292113566398816,0.0725128519792059,0.367929595970999,0.175800639814784,0.0362746930897404,0.204362842710517,0.264156242261734,0.0121897479278012,0.0241009130202453,0.0527840936938304,-0.0411163846468872,0.148125419036316,0.0271751087046823,0.507068946037542,0.0805308009017759,0.519714226092469,0.148753544907975,0.112922421908263,0.14653672024042,0.0849746748026975,0.0663256143845972,-0.000171802619727438,-0.0345007305773845,0.058862016891999,0.153783672640838,-0.234663264904646,0.114795709801859,0.0262315252283374,0.551188799721243,0.0197529355566454,0.0341955478422226,0.729544121272604,0.0372608124686912,1,0.249895744458562,0.138417117556226
"ADD_SUGARS",0.0387514533609651,0.0638699948079966,-0.0229320398873248,0.0682379581862034,-0.140048519975431,-0.0896720392678216,-0.0381991691258075,0.0501660838832854,-0.115024326191433,-0.0612833195955934,0.00804208705232142,-0.131366998823195,-0.129867823605705,-0.0570016492972834,0.156593853513071,0.00959753225820318,0.167021433217628,-0.139032648407569,-0.126959016253952,0.0035108874291579,-0.0879603493199279,0.0235768596456315,-0.0880115062015453,-0.0284845554902368,-0.132309788728753,-0.0691128992118989,0.0789278732422732,-0.0525433287995222,-0.0576424652203998,0.161650956930696,0.108332100607023,0.109162969835306,0.0581797338123121,-0.0294860490147268,0.249895744458562,1,0.170035894033339
"A_DRINKS",-0.00278786189198552,-0.014098443963003,-9.97881838731269e-05,0.00979421771319951,0.0106536017627123,0.0108704623719464,-0.0527262741826488,-0.0242183271989543,-0.0529077390504715,0.0418632167775317,0.0412614170324887,0.0122020328073119,0.0206347605133892,-0.0579278869568901,0.0799559659515781,0.045129084342247,0.0680993144942544,0.0427548274003195,0.0944408816304383,0.108247834409442,0.0580807142750451,-0.02140152656735,0.0119405518695012,0.0157633869071974,-0.000825624597808657,0.0561128721232068,-0.106319092851593,-0.0792651775254803,-0.0578550915117347,0.0114291924538584,-0.0195931800606742,0.0182150448003836,0.0696044622170038,-0.0215978178168492,0.138417117556226,0.170035894033339,1
